char dist,word dist,stem,sub term,obj term,doc ID
18,2,interact,cation:0:anion,c:1:mdash:0:h,10.1107/S1600536812009828
20,3,interact,cation:0:anion,mdash:0:h,10.1107/S1600536812009828
25,4,coordinate,niiii:0:atom,s:0:atom,10.1107/S1600536812009828
63,9,contain,title:0:compound:1:asymmetric:0:unit,centrosymmetric:2:crystallographically:0:independent:1:anion,10.1107/S1600536812009828
79,10,contain,title:0:compound:1:asymmetric:0:unit,crystallographically:0:independent:1:anion,10.1107/S1600536812009828
15,2,stabilize,hydrogen:0:bond,crystal:0:structure,10.1107/S1600536812009968
15,2,stabilize,intermolecular:1:hydrogen:0:bond,crystal:0:structure,10.1107/S1600536812009968
28,4,link,o:1:hydrogen:0:bond,inversion:0:dimer,10.1107/S1600536812009968
28,4,form,o:1:hydrogen:0:bond,inversion:0:dimer,10.1107/S1600536812009968
19,4,be,basal:0:plane,phenolate:0:o,10.1107/S1600536812011592
19,4,define,basal:0:plane,phenolate:0:o,10.1107/S1600536812011592
21,4,be,vv:0:atom,pyramidal:0:coordination,10.1107/S1600536812011592
21,4,be,vv:0:atom,pyramidal:0:coordination,10.1107/S1600536812011592
18,3,stabilize,crystal:0:structure,van:2:der:1:waal:0:interaction,10.1107/S160053681201210X
22,4,stabilize,crystal:0:structure,der:1:waal:0:interaction,10.1107/S160053681201210X
26,5,stabilize,crystal:0:structure,waal:0:interaction,10.1107/S160053681201210X
75,10,have,title:0:compound,fuse:1:ring:0:system,10.1107/S160053681201210X
81,11,have,title:0:compound,ring:0:system,10.1107/S160053681201210X
39,7,interact,lattice:0:coordinate:1:water:0:molecule,sulfonate:0:ligand:1:hydroxy:0:group,10.1107/S1600536812012317
51,7,coordinate,title:0:complex,water:0:molecule,10.1107/S1600536812012317
51,7,coordinate,title:0:complex:1:znii:0:atom,water:0:molecule,10.1107/S1600536812012317
43,6,contain,title:0:compound:1:asymmetric:0:unit,formic:0:hydrazide:1:unit:2:chlorophenyl,10.1107/S1600536812012640
68,10,contain,title:0:compound,formic:0:hydrazide,10.1107/S1600536812012640
68,10,contain,title:0:compound:1:asymmetric:0:unit,formic:0:hydrazide:1:unit,10.1107/S1600536812012640
23,4,remove,solvent:0:molecule,diffraction:0:datum,10.1107/S1600536812013153
23,4,remove,disorder:1:solvent:0:molecule,platon:0:squeeze:1:diffraction:0:datum,10.1107/S1600536812013153
23,4,remove,disorder:1:solvent:0:molecule:2:contribution,platon:0:squeeze:1:diffraction:0:datum,10.1107/S1600536812013153
25,3,flatten,c:0:b:1:ring,chair:0:conformation,10.1107/S1600536812013207
58,9,approximate,ring:0:steroid,methylene:0:group,10.1107/S1600536812013207
10,1,hydrate,title:1:complete:0:cation,molecular:0:salt,10.1107/S1600536812013232
20,3,be,c:0:axis,c:1:mdash:0:h,10.1107/S1600536812013232
20,3,connect,c:0:axis,c:1:mdash:0:h,10.1107/S1600536812013232
20,4,define,strongly:0:distort:1:octahedron,macrocyclic:0:ligand:1:n:0:atom,10.1107/S1600536812013232
23,4,hydrate,complete:0:cation,molecular:0:salt,10.1107/S1600536812013232
30,5,disorder,water:0:molecule,twofold:0:axis,10.1107/S1600536812013232
30,5,disorder,water:0:molecule:1:perchlorate:0:anion,twofold:0:axis,10.1107/S1600536812013232
53,7,generate,molecular:0:salt,crystallographic:1:twofold:0:symmetry:2:application,10.1107/S1600536812013232
68,9,generate,molecular:0:salt,crystallographic:1:twofold:0:symmetry,10.1107/S1600536812013232
85,10,generate,molecular:0:salt,twofold:0:symmetry,10.1107/S1600536812013232
100,17,define,niii:0:atom,n:0:atom,10.1107/S1600536812013232
8,1,adopt,morpholine:0:ring,benzene:0:ring:1:dihedral:0:angle:2:usual:1:chair:0:conformation,10.1107/S160053681201358X
12,2,adopt,morpholine:0:ring,usual:1:chair:0:conformation,10.1107/S160053681201358X
18,3,adopt,morpholine:0:ring,chair:0:conformation,10.1107/S160053681201358X
23,4,link,n:0:hydrogen:1:bond,c:0:axis:1:parallel:2:chain,10.1107/S160053681201358X
24,4,enforce,crystal:0:pack,interionic:1:c:0:mdash,10.1107/S160053681201358X
24,4,enforce,crystal:0:pack,interionic:1:c:0:mdash:2:h,10.1107/S160053681201358X
35,5,enforce,crystal:0:pack,c:0:mdash,10.1107/S160053681201358X
66,11,disorder,f:0:atom,occupancy:0:ratio,10.1107/S160053681201358X
11,3,lie,znii:0:ion,twofold:1:rotation:0:axis,10.1107/S1600536812014043
13,3,show,inversion:0:center,trans:0:conformation,10.1107/S1600536812014043
18,4,locate,ligand:0:point,inversion:0:center,10.1107/S1600536812014043
19,4,lie,znii:0:ion,rotation:0:axis,10.1107/S1600536812014043
27,5,show,crystal:0:structure,distinct:0:small:1:difference,10.1107/S1600536812014523
27,5,show,unligand:0:complex:1:enzyme:2:crystal:0:structure,distinct:0:small:1:difference,10.1107/S1600536812014523
65,11,show,crystal:0:structure,specificity:0:loop,10.1107/S1600536812014523
34,7,bridge,unit:0:cell,schiff:1:base:0:anion,10.1107/S1600536812014791
41,8,bridge,unit:0:cell,base:0:anion,10.1107/S1600536812014791
42,6,make,title:0:compound,dihedral:0:angle,10.1107/S1600536812015450
79,14,allow,well:0:case,build:0:fragment:1:average:0:length:2:triple,10.1107/S1600536812015450
95,17,allow,well:0:case,average:0:length,10.1107/S1600536812015450
95,17,allow,well:0:case,build:0:fragment:1:average:0:length,10.1107/S1600536812015450
10,1,feature,crystal:0:structure,polymeric:0:chain,10.1107/S1600536812016790
85,13,locate,title:0:compound,inversion:0:center,10.1107/S1600536812016959
63,13,rotate,fluorobenzene:0:ring,dichlorobenzene:0:ring,10.1107/S1600536812017345
63,13,rotate,fluorobenzene:0:ring,dichlorobenzene:0:ring,10.1107/S1600536812017345
14,3,bind,tetrahedral:0:geometry,phenolate:0:o,10.1107/S1600536812017564
14,3,bind,distort:1:tetrahedral:0:geometry,phenolate:0:o,10.1107/S1600536812017564
19,3,stabilize,overall:0:structure,strong:1:hydrogen:0:bond,10.1107/S1600536812017564
26,4,stabilize,overall:0:structure,hydrogen:0:bond,10.1107/S1600536812017564
71,11,make,triazole:0:ring,dihedral:0:angle,10.1107/S1600536812018193
71,11,make,central:1:triazole:0:ring,dihedral:0:angle,10.1107/S1600536812018193
10,1,feature,crystal:0:structure,c:1:mdash:0:h,10.1107/S1600536812018491
12,2,feature,crystal:0:structure,mdash:0:h,10.1107/S1600536812018491
28,4,connect,s:1:hydrogen:0:bond,bc:0:plane:1:diagonally:0:run:2:chain,10.1107/S1600536812018806
41,7,disorder,methyl:0:group,split:0:model,10.1107/S1600536812018806
41,7,refine,methyl:0:group,split:0:model,10.1107/S1600536812018806
41,7,use,methyl:0:group,split:0:model,10.1107/S1600536812018806
41,7,disorder,methyl:0:group:1:h:0:atom,split:0:model,10.1107/S1600536812018806
41,7,refine,methyl:0:group:1:h:0:atom,split:0:model,10.1107/S1600536812018806
41,7,use,methyl:0:group:1:h:0:atom,split:0:model,10.1107/S1600536812018806
65,9,connect,s:1:hydrogen:0:bond,bc:0:plane,10.1107/S1600536812018806
19,5,found,datum:0:collection,racemic:0:twin,10.1107/S1600536812020089
19,5,be,datum:0:collection,racemic:0:twin,10.1107/S1600536812020089
19,5,found,crystal:1:datum:0:collection,racemic:0:twin,10.1107/S1600536812020089
19,5,be,crystal:1:datum:0:collection,racemic:0:twin,10.1107/S1600536812020089
24,5,describe,crystal:0:structure,anionic:0:cationic:1:layer:2:alternation,10.1107/S1600536812020089
27,4,adopt,cdii:0:atom,octahedral:0:coordination,10.1107/S1600536812020089
27,4,adopt,cdii:0:atom,octahedral:0:coordination:1:geometry,10.1107/S1600536812020089
39,7,describe,crystal:0:structure,anionic:0:cationic:1:layer,10.1107/S1600536812020089
92,16,describe,crystal:0:structure,mdash:0:h,10.1107/S1600536812020089
18,4,ligate,inversion:0:center,octahedral:0:geometry,10.1107/S1600536812020259
15,3,link,adjacent:0:molecule,n:1:mdash:0:h,10.1107/S1600536812021769
17,4,link,adjacent:0:molecule,mdash:0:h,10.1107/S1600536812021769
15,3,link,chloride:0:anion:1:water:0:molecule,weak:2:o:1:mdash:0:h,10.1107/S1600536812021964
20,4,link,chloride:0:anion:1:water:0:molecule,o:1:mdash:0:h,10.1107/S1600536812021964
78,14,coordinate,iriii:0:atom,kappa:1:s:0:ligand,10.1107/S1600536812021964
81,9,consist,title:0:compound,kappa:0:p,10.1107/S1600536812021964
84,15,coordinate,iriii:0:atom,s:0:ligand,10.1107/S1600536812021964
105,14,consist,title:0:compound:1:crystal:0:structure,water:0:molecule:1:chloride:0:anion,10.1107/S1600536812021964
17,3,feature,crystal:0:pack,c:0:mdash:1:h,10.1107/S1600536812022258
17,3,feature,crystal:0:pack,c:0:mdash,10.1107/S1600536812022258
17,3,incline,amide:0:plane,dihedral:0:angle,10.1107/S1600536812022258
86,15,form,methyl:0:acetate:1:group,pyridine:0:ring:1:mean:0:plane,10.1107/S1600536812022258
40,7,coordinate,cuii:0:atom,schiff:1:base:0:ligand:2:atom,10.1107/S1600536812022702
53,10,coordinate,cuii:0:atom,schiff:1:base:0:ligand,10.1107/S1600536812022702
60,11,coordinate,cuii:0:atom,base:0:ligand,10.1107/S1600536812022702
16,4,base,coordination:0:geometry,donor:0:set,10.1107/S1600536812023732
19,4,link,inversion:0:centre,bridge:1:water:0:molecule,10.1107/S1600536812023732
28,5,link,inversion:0:centre,water:0:molecule,10.1107/S1600536812023732
56,7,dispose,title:0:compound,inversion:0:centre,10.1107/S1600536812023732
56,7,dispose,dinuclear:1:title:0:compound,inversion:0:centre,10.1107/S1600536812023732
10,2,adopt,cycloheptane:0:ring,chair:0:conformation,10.1107/S1600536812029777
10,2,adopt,fuse:1:cycloheptane:0:ring,chair:0:conformation,10.1107/S1600536812029777
34,5,effect,crystal:0:pack,intermolecular:2:c:0:mdash:1:h,10.1107/S1600536812029777
49,6,effect,crystal:0:pack,c:0:mdash:1:h,10.1107/S1600536812029777
49,6,effect,crystal:0:pack,c:0:mdash,10.1107/S1600536812029777
21,4,indicate,tetradentate:0:ligand,dihedral:0:angle,10.1107/S1600536812029819
21,4,indicate,tetradentate:0:ligand:1:buckle,dihedral:0:angle,10.1107/S1600536812029819
22,4,form,supramolecular:0:chain,b:0:axis,10.1107/S1600536812029819
43,7,coordinate,title:0:complex:1:viv:0:atom,dianionic:1:o:0:atom,10.1107/S1600536812029819
47,8,coordinate,title:0:complex,o:0:atom,10.1107/S1600536812029819
13,2,generate,anion:1:bridge:0:nature,layer:0:motif,10.1107/S1600536812031789
16,3,yield,mpd:0:cryoprotection,dramatic:0:improvement,10.1107/S1600536812031789
16,3,yield,mpd:0:cryoprotection,resolution:1:dramatic:0:improvement,10.1107/S1600536812031789
26,5,generate,bridge:0:nature,layer:0:motif,10.1107/S1600536812031789
27,5,coordinate,inversion:0:center,amine:1:n:0:atom,10.1107/S1600536812031789
33,6,coordinate,inversion:0:center,n:0:atom,10.1107/S1600536812031789
39,6,lie,polymeric:0:compound,inversion:0:center,10.1107/S1600536812031789
39,6,lie,title:1:polymeric:0:compound,inversion:0:center,10.1107/S1600536812031789
39,6,lie,title:1:polymeric:0:compound:2:znii:0:atom,inversion:0:center,10.1107/S1600536812031789
19,4,make,benzimidazole:0:ring,dihedral:0:angle,10.1107/S1600536812032266
31,5,generate,title:0:compound,inversion:0:center,10.1107/S1600536812032266
31,5,generate,title:0:compound:1:molecule,inversion:0:center,10.1107/S1600536812032266
25,4,coordinate,mnii:0:cation,o:0:atom,10.1107/S1600536812032618
42,8,consist,asymmetric:0:unit,crystallographic:1:twofold:0:axis,10.1107/S1600536812032618
59,9,consist,asymmetric:0:unit,twofold:0:axis,10.1107/S1600536812032618
68,12,arrange,discrete:1:complex:0:molecule,o:1:mdash:0:h,10.1107/S1600536812032618
68,12,alternate,discrete:1:complex:0:molecule,o:1:mdash:0:h,10.1107/S1600536812032618
68,12,link,discrete:1:complex:0:molecule,o:1:mdash:0:h,10.1107/S1600536812032618
70,13,arrange,complex:0:molecule,mdash:0:h,10.1107/S1600536812032618
70,13,alternate,complex:0:molecule,mdash:0:h,10.1107/S1600536812032618
70,13,link,complex:0:molecule,mdash:0:h,10.1107/S1600536812032618
10,2,adopt,imidazolidine:0:ring,twist:0:conformation,10.1107/S1600536812032655
36,5,stabilize,molecular:0:conformation,n:1:mdash:0:h,10.1107/S1600536812033740
38,6,stabilize,molecular:0:conformation,mdash:0:h,10.1107/S1600536812033740
8,2,form,c:0:atom,dihedral:0:angle,10.1107/S1600536812034241
8,2,form,methylene:1:c:0:atom,dihedral:0:angle,10.1107/S1600536812034241
21,3,decide,k:0:cl:1:ion,space:0:group,10.1107/S1600536812034241
21,3,decide,k:0:cl:1:ion:2:repulsive:0:parameter,space:0:group,10.1107/S1600536812034241
44,7,link,title:0:compound,methylene:1:c:0:atom,10.1107/S1600536812034241
47,9,decide,repulsive:0:parameter,space:0:group,10.1107/S1600536812034241
54,8,link,title:0:compound,c:0:atom,10.1107/S1600536812034241
5,1,have,o:0:atom,site:0:symmetry,10.1107/S1600536812035519
15,2,generate,inversion:0:centre,molecule:0:half,10.1107/S1600536812035519
26,5,correlate,mdash:2:o:1:bond:0:length,n:1:anomeric:0:effect:2:manifestation,10.1107/S1600536812035519
46,8,correlate,bond:0:length,anomeric:0:effect,10.1107/S1600536812035519
46,8,correlate,o:1:bond:0:length,n:1:anomeric:0:effect,10.1107/S1600536812035519
48,8,illustrate,near:0:planarity,small:0:deviation,10.1107/S1600536812035519
60,8,contain,title:0:compound,inversion:0:centre,10.1107/S1600536812035519
60,8,contain,title:0:compound:1:asymmetric:0:unit,inversion:0:centre,10.1107/S1600536812035519
27,5,incline,pyridinium:0:benzene,dihedral:0:angle,10.1107/S1600536812035854
74,11,crystallize,title:0:compound,n:0:atom,10.1107/S1600536812035854
90,10,contain,title:0:compound,intramolecular:2:structure:0:stabilize:1:interaction,10.1107/S1600536812036409
111,12,contain,title:0:compound,structure:0:stabilize:1:interaction,10.1107/S1600536812036409
18,4,occupy,apical:0:position,water:0:molecule,10.1107/S1600536812036586
18,4,occupy,apical:0:position,water:0:molecule,10.1107/S1600536812036586
21,3,characterize,crystal:0:pack,weak:2:c:0:mdash:1:h,10.1107/S1600536812036586
23,3,adopt,title:1:schiff:0:base,phenol:0:ndash:2:imine:1:tautomeric:0:form,10.1107/S1600536812036586
26,4,characterize,crystal:0:pack,c:0:mdash:1:h,10.1107/S1600536812036586
26,4,characterize,crystal:0:pack,c:0:mdash,10.1107/S1600536812036586
36,5,adopt,title:1:schiff:0:base,imine:1:tautomeric:0:form,10.1107/S1600536812036586
42,6,adopt,schiff:0:base,tautomeric:0:form,10.1107/S1600536812036586
46,10,occupy,water:0:molecule,methanol:0:molecule,10.1107/S1600536812036586
46,10,occupy,water:0:molecule,methanol:0:molecule,10.1107/S1600536812036586
8,1,create,o:0:interaction,infinite:0:chain,10.1107/S1600536812050398
15,3,be,noticeable:0:distortion,o:0:mdash,10.1107/S1600536812050398
15,3,be,noticeable:0:distortion,p:0:mdash:1:o:0:mdash,10.1107/S1600536812050398
15,3,be,noticeable:0:distortion,p:0:mdash:1:o:0:mdash:2:n:0:angle,10.1107/S1600536812050398
31,4,adopt,title:0:compound,tetrahedral:0:geometry,10.1107/S1600536812050398
44,7,have,pyran:0:ring,benzene:0:ring,10.1107/S1600536812051720
44,7,have,pyran:0:ring,chromeno:0:ring:1:system:2:benzene:0:ring,10.1107/S1600536812051720
20,2,contain,title:0:compound:1:asymmetric:0:unit,different:0:conformation:1:independent:0:molecule,10.1107/S1600536812051811
24,3,contain,title:0:compound,independent:0:molecule,10.1107/S1600536812051811
38,6,involve,hydroxy:0:group,o:1:mdash:0:h,10.1107/S1600536812051938
40,7,involve,hydroxy:0:group,mdash:0:h,10.1107/S1600536812051938
18,3,stabilize,molecular:0:conformation,intramolecular:2:o:1:mdash:0:h,10.1107/S1600536813000354
33,4,stabilize,molecular:0:conformation,o:1:mdash:0:h,10.1107/S1600536813000354
35,5,stabilize,molecular:0:conformation,mdash:0:h,10.1107/S1600536813000354
18,3,stabilize,supramolecular:0:architecture,c:0:mdash,10.1107/S1600536813000366
24,3,represent,title:0:compound,meso:0:isomer,10.1107/S1600536813000366
24,5,interact,neighbouring:0:layer,weak:0:pi,10.1107/S160053681300216X
24,5,interact,neighbouring:0:layer,weak:0:pi:1:ndash,10.1107/S160053681300216X
24,5,interact,neighbouring:0:layer,weak:0:pi:1:ndash:2:pi,10.1107/S160053681300216X
26,3,interact,weak:0:pi:1:ndash,centroid:0:ndash,10.1107/S160053681300216X
26,3,stack,weak:0:pi:1:ndash,centroid:0:ndash,10.1107/S160053681300216X
33,4,interact,weak:0:pi,centroid:0:ndash,10.1107/S160053681300216X
33,4,stack,weak:0:pi,centroid:0:ndash,10.1107/S160053681300216X
74,11,arrange,crystallographic:0:symmetry,mdash:0:h,10.1107/S1600536813002985
38,5,coordinate,anion:1:feiii:0:atom,cl:0:atom,10.1107/S1600536813003711
51,8,coordinate,feiii:0:atom,cl:0:atom,10.1107/S1600536813003711
74,7,contain,title:0:salt,tetrachloridoferrate:0:anion,10.1107/S1600536813003711
20,3,link,anion:0:cation,n:1:mdash:0:h,10.1107/S160053681300425X
22,4,link,anion:0:cation,mdash:0:h,10.1107/S160053681300425X
134,11,consist,title:0:compound,chloride:0:ion:1:dianion,10.1107/S160053681300425X
148,14,consist,title:0:compound,chloride:0:ion,10.1107/S160053681300425X
13,2,link,crystal:0:pack,poymeric:0:chain,10.1107/S1600536813007484
18,2,consolidate,o:0:interaction,crystal:0:pack,10.1107/S1600536813007484
9,1,form,double:0:bridge,polymeric:0:chain,10.1107/S1600536813008933
10,2,serve,zwitterionic:0:dicarboxylate:1:ligand,monodentate:0:carboxylate:0:bridge,10.1107/S1600536813008933
15,3,link,metal:0:ion,double:0:bridge,10.1107/S1600536813008933
16,3,exhibit,inversion:0:center,distort:2:octahedral:0:coordination:1:geometry,10.1107/S1600536813008933
26,4,exhibit,inversion:0:center,octahedral:0:coordination,10.1107/S1600536813008933
26,4,exhibit,inversion:0:center,octahedral:0:coordination:1:geometry,10.1107/S1600536813008933
9,3,be,central:0:core,butterfly:0:conformation,10.1107/S1600536813009860
45,5,have,fei:0:atom,s:0:atom:1:o:0:atom,10.1107/S1600536813009860
51,6,have,fei:0:atom,o:0:atom,10.1107/S1600536813009860
68,14,be,molecular:0:structure,average:0:deviation,10.1107/S1600536813009860
115,15,solve,glucose:0:isomerase,synchrotron:0:radiation,10.1107/S1600536813009860
115,15,demonstrate,glucose:0:isomerase,synchrotron:0:radiation,10.1107/S1600536813009860
115,15,use,glucose:0:isomerase,synchrotron:0:radiation,10.1107/S1600536813009860
115,15,solve,glucose:0:isomerase:1:structure,synchrotron:0:radiation,10.1107/S1600536813009860
115,15,demonstrate,glucose:0:isomerase:1:structure,synchrotron:0:radiation,10.1107/S1600536813009860
115,15,use,glucose:0:isomerase:1:structure,synchrotron:0:radiation,10.1107/S1600536813009860
25,2,feature,molecular:0:structure,n:1:mdash:0:h,10.1107/S1600536813010386
27,3,feature,molecular:0:structure,mdash:0:h,10.1107/S1600536813010386
27,5,coordinate,inversion:0:centre,n:0:atom,10.1107/S1600536813010441
10,2,adopt,piperidine:0:ring,chair:0:conformation,10.1107/S1600536813016048
18,4,link,anion:0:cation,o:1:mdash:0:h,10.1107/S1600536813016048
20,5,link,anion:0:cation,mdash:0:h,10.1107/S1600536813016048
27,4,deduce,minus:0:ion,theoretical:0:model,10.1107/S1600536813016218
27,4,follow,minus:0:ion,theoretical:0:model,10.1107/S1600536813016218
31,4,calculate,structure:0:factor,minus:0:factor,10.1107/S1600536813016218
31,4,calculate,static:1:structure:0:factor,minus:0:factor,10.1107/S1600536813016218
68,11,incline,thioxothiazolidine:0:ring,benzene:0:ring,10.1107/S1600536813016577
68,11,incline,thioxothiazolidine:0:ring:1:mean:0:plane,benzene:0:ring,10.1107/S1600536813016577
31,6,obtain,title:0:compound,malimide:1:grignard:0:reaction:2:product,10.1107/S1600536813016887
46,8,obtain,title:0:compound,grignard:0:reaction,10.1107/S1600536813016887
46,8,obtain,title:0:compound,malimide:1:grignard:0:reaction,10.1107/S1600536813016887
7,1,make,imidazole:0:ring,dihedral:0:angle,10.1107/S1600536813023684
28,4,connect,n:0:hydrogen:1:bond,inversion:0:dimer,10.1107/S1600536813025415
34,5,connect,n:0:hydrogen,inversion:0:dimer,10.1107/S1600536813025415
7,1,make,imidazole:0:ring,dihedral:0:angle,10.1107/S1600536813032492
24,4,link,anion:0:cation,n:1:mdash:0:h,10.1107/S1600536813033734
26,5,link,anion:0:cation,mdash:0:h,10.1107/S1600536813033734
100,12,have,title:0:compound,inversion:0:symmetry,10.1107/S1600536813033734
100,12,impose,title:0:compound,inversion:0:symmetry,10.1107/S1600536813033734
18,2,have,title:0:compound,spiro:0:link,10.1107/S1600536813033771
23,3,connect,adjacent:0:chain,apex:0:edge,10.1107/S1600536813034089
25,4,characterize,title:0:compound:1:structure,different:0:anion:1:presence,10.1107/S1600536813034089
31,5,make,octahedral:0:coordination,water:0:molecule,10.1107/S1600536813034089
31,5,make,distort:1:octahedral:0:coordination,water:0:molecule,10.1107/S1600536813034089
41,7,characterize,title:0:compound,different:0:anion,10.1107/S1600536813034089
69,14,build,apex:0:edge,host:0:lattice,10.1107/S1600536813034089
71,14,act,different:0:dianion,inversion:0:center,10.1107/S1600536813034089
17,3,consist,asymmetric:0:unit,iriii:0:atom,10.1107/S160053681400453X
25,4,disorder,iriii:0:atom:1:bridge:2:single:1:oxide:0:ligand,o:0:atom:1:inversion:0:center,10.1107/S160053681400453X
50,8,disorder,single:1:oxide:0:ligand,o:0:atom:1:inversion:0:center,10.1107/S160053681400453X
25,4,link,pi:0:interaction,supramolecular:0:chain,10.1107/S1600536814004942
106,14,link,cl:0:minus,mdash:0:h,10.1107/S1600536814004942
23,4,stabilize,crystal:0:structure,van:2:der:1:waals:0:interaction,10.1107/S1600536814005418
27,5,stabilize,crystal:0:structure,der:1:waals:0:interaction,10.1107/S1600536814005418
31,6,stabilize,crystal:0:structure,waals:0:interaction,10.1107/S1600536814005418
56,10,found,investigate:0:crystal,c:1:deg:0:rotation,10.1107/S1600536814005418
56,10,be,investigate:0:crystal,c:1:deg:0:rotation,10.1107/S1600536814005418
60,11,found,investigate:0:crystal,deg:0:rotation,10.1107/S1600536814005418
60,11,be,investigate:0:crystal,deg:0:rotation,10.1107/S1600536814005418
32,4,coordinate,criii:0:atom,anionic:1:schiff:0:base:2:ligand,10.1107/S1600536814005649
36,5,coordinate,criii:0:atom,anionic:1:schiff:0:base,10.1107/S1600536814005649
38,4,comprise,salt:0:hydrate,discrete:0:cation,10.1107/S1600536814005649
38,4,comprise,complex:1:salt:0:hydrate,discrete:0:cation,10.1107/S1600536814005649
44,6,coordinate,criii:0:atom,schiff:0:base,10.1107/S1600536814005649
44,7,model,solvent:0:water:1:molecule:2:nitrate:0:anion,major:0:component,10.1107/S1600536814005649
44,7,be,solvent:0:water:1:molecule:2:nitrate:0:anion,major:0:component,10.1107/S1600536814005649
44,7,disorder,solvent:0:water:1:molecule:2:nitrate:0:anion,major:0:component,10.1107/S1600536814005649
71,11,model,nitrate:0:anion,major:0:component,10.1107/S1600536814005649
71,11,be,nitrate:0:anion,major:0:component,10.1107/S1600536814005649
71,11,disorder,nitrate:0:anion,major:0:component,10.1107/S1600536814005649
10,2,link,hydrogen:0:bond,anion:0:cation,10.1107/S1600536814006266
10,2,link,o:1:hydrogen:0:bond,anion:0:cation,10.1107/S1600536814006266
28,5,collect,native:0:datum,structure:0:determination,10.1107/S1600536814023897
28,5,collect,complete:1:native:0:datum,structure:0:determination,10.1107/S1600536814023897
87,14,link,title:0:compound,c:0:mdash,10.1107/S1600536814023897
87,14,link,title:0:compound,c:0:mdash:1:c:0:distance,10.1107/S1600536814023897
24,4,accord,low:0:temperature:1:aqueous:0:solution,ndash:2:liquid:0:phase:1:diagram,10.1107/S1600536814024295
28,4,disorder,c:0:atom,cage:0:vertex,10.1107/S1600536814024295
30,5,accord,low:0:temperature,liquid:0:phase,10.1107/S1600536814024295
30,5,accord,low:0:temperature:1:aqueous:0:solution,liquid:0:phase:1:diagram,10.1107/S1600536814024295
44,7,establish,structure:1:careful:0:analysis,c:0:atom,10.1107/S1600536814024295
61,10,establish,careful:0:analysis,c:0:atom,10.1107/S1600536814024295
20,4,involve,h:0:atom,intermolecular:0:interaction,10.1107/S1600536814024623
20,4,involve,hydroxy:1:h:0:atom,intermolecular:0:interaction,10.1107/S1600536814024623
48,8,obtain,title:0:compound,desire:1:tosylat:0:compound:2:hydrolysis,10.1107/S1600536814024623
66,11,obtain,title:0:compound,desire:1:tosylat:0:compound,10.1107/S1600536814024623
74,12,obtain,title:0:compound,tosylat:0:compound,10.1107/S1600536814024623
44,7,tailor,library:0:entry,rigid:0:body,10.1107/S1600576714004427
44,7,constrain,library:0:entry,rigid:0:body,10.1107/S1600576714004427
44,7,know,library:0:entry,rigid:0:body,10.1107/S1600576714004427
140,19,demonstrate,library:0:application,solvent:0:molecule,10.1107/S1600576714004427
140,19,demonstrate,library:0:application,ethyl:0:acetate:1:solvent:0:molecule,10.1107/S1600576714004427
140,19,demonstrate,library:0:application,inversion:0:center:1:disorder:2:ethyl:0:acetate:1:solvent:0:molecule,10.1107/S1600576714004427
8,1,allow,powder:0:diffraction:1:datum:2:specific:0:analysis,crystal:0:domain:1:average:0:size:2:estimation,10.1107/S1600576714005895
16,2,suggest,ac:0:field,possible:0:usage,10.1107/S1600576714005895
18,3,quantify,group:0:separation,statistical:0:tool,10.1107/S1600576714005895
22,4,analyse,external:0:stimulus,datum:0:trend,10.1107/S1600576714005895
22,4,find,external:0:stimulus,datum:0:trend,10.1107/S1600576714005895
23,4,perform,qualitative:0:analysis,correlation:0:analysis:1:principal:1:component:0:analysis,10.1107/S1600576714005895
23,4,use,qualitative:0:analysis,correlation:0:analysis:1:principal:1:component:0:analysis,10.1107/S1600576714005895
26,4,allow,powder:0:diffraction:1:datum,crystal:0:domain:1:average:0:size,10.1107/S1600576714005895
27,4,classify,datum:0:trend,quantitative:0:information,10.1107/S1600576714005895
27,4,extract,datum:0:trend,quantitative:0:information,10.1107/S1600576714005895
27,5,apply,quantitative:0:analysis,priori:0:information,10.1107/S1600576714005895
27,5,provide,quantitative:0:analysis,priori:0:information,10.1107/S1600576714005895
27,5,provide,quantitative:0:analysis,priori:0:information,10.1107/S1600576714005895
27,5,apply,supervise:1:quantitative:0:analysis,sample:1:priori:0:information,10.1107/S1600576714005895
27,5,provide,supervise:1:quantitative:0:analysis,sample:1:priori:0:information,10.1107/S1600576714005895
27,5,provide,supervise:1:quantitative:0:analysis,sample:1:priori:0:information,10.1107/S1600576714005895
31,5,allow,powder:0:diffraction,average:0:size,10.1107/S1600576714005895
33,5,perform,qualitative:0:analysis,component:0:analysis,10.1107/S1600576714005895
33,5,use,qualitative:0:analysis,component:0:analysis,10.1107/S1600576714005895
49,8,implement,profile:0:series,unfold:0:procedure,10.1107/S1600576714005895
15,3,consist,raman:0:unit,compact:0:probe,10.1107/S1600576714006724
33,5,test,system:0:performance,thermally:0:induce:2:ferroelectric:0:phase:1:transition,10.1107/S1600576714006724
33,5,investigate,system:0:performance,thermally:0:induce:2:ferroelectric:0:phase:1:transition,10.1107/S1600576714006724
33,6,develop,scatter:0:datum,phase:0:transition,10.1107/S1600576714006724
33,6,study,scatter:0:datum,phase:0:transition,10.1107/S1600576714006724
33,6,develop,raman:1:scatter:0:datum,polymeric:0:material:1:phase:0:transition,10.1107/S1600576714006724
33,6,study,raman:1:scatter:0:datum,polymeric:0:material:1:phase:0:transition,10.1107/S1600576714006724
