10.1107/S160053681000228X,Further consolidation of the crystal structure is accomplished by extensive O mdash H,Further consolidation of the crystal structure,crystal:0:structure:1:further:0:consolidation,accomplished,extensive O mdash H,extensive:2:o:1:mdash:0:h,3,20,3,is
10.1107/S1399004714005318,Using electrondensity correlation coefficients as criteria the resolution of data has successfully been extended from 31 to 25 emsp14  Aring  resolution with redundancyindependent merging R factors from below 100 to about 310,resolution of data,datum:0:resolution,has,R factors,r:0:factor,1,107,14,
10.1107/S1399004714005318,Using electrondensity correlation coefficients as criteria the resolution of data has successfully been extended from 31 to 25 emsp14  Aring  resolution with redundancyindependent merging R factors from below 100 to about 310,resolution of data,datum:0:resolution,been,R factors,r:0:factor,1,107,14,
10.1107/S1399004714005318,Using electrondensity correlation coefficients as criteria the resolution of data has successfully been extended from 31 to 25 emsp14  Aring  resolution with redundancyindependent merging R factors from below 100 to about 310,resolution of data,datum:0:resolution,extended,R factors,r:0:factor,1,107,14,
10.1107/S1399004714005318,Using electrondensity correlation coefficients as criteria the resolution of data has successfully been extended from 31 to 25 emsp14  Aring  resolution with redundancyindependent merging R factors from below 100 to about 310,resolution of data,datum:0:resolution,has,merging R factors,merge:1:r:0:factor,2,99,13,
10.1107/S1399004714005318,Using electrondensity correlation coefficients as criteria the resolution of data has successfully been extended from 31 to 25 emsp14  Aring  resolution with redundancyindependent merging R factors from below 100 to about 310,resolution of data,datum:0:resolution,been,merging R factors,merge:1:r:0:factor,2,99,13,
10.1107/S1399004714005318,Using electrondensity correlation coefficients as criteria the resolution of data has successfully been extended from 31 to 25 emsp14  Aring  resolution with redundancyindependent merging R factors from below 100 to about 310,resolution of data,datum:0:resolution,extended,merging R factors,merge:1:r:0:factor,2,99,13,
10.1107/S1399004714005318,It is further demonstrated that phase information can be fully extracted from observed amplitudes through de novo NCS averaging,phase information,phase:0:information,be,de novo,de:0:novo,1,57,8,
10.1107/S1399004714005318,It is further demonstrated that phase information can be fully extracted from observed amplitudes through de novo NCS averaging,phase information,phase:0:information,extracted,de novo,de:0:novo,1,57,8,
10.1107/S1399004714005318,It is further demonstrated that phase information can be fully extracted from observed amplitudes through de novo NCS averaging,phase information,phase:0:information,observed,de novo,de:0:novo,1,57,8,
10.1107/S1399004714005318,It is further demonstrated that phase information can be fully extracted from observed amplitudes through de novo NCS averaging,phase information,phase:0:information,be,de novo NCS averaging,de:0:novo:1:ncs:0:average,2,57,8,
10.1107/S1399004714005318,It is further demonstrated that phase information can be fully extracted from observed amplitudes through de novo NCS averaging,phase information,phase:0:information,extracted,de novo NCS averaging,de:0:novo:1:ncs:0:average,2,57,8,
10.1107/S1399004714005318,It is further demonstrated that phase information can be fully extracted from observed amplitudes through de novo NCS averaging,phase information,phase:0:information,observed,de novo NCS averaging,de:0:novo:1:ncs:0:average,2,57,8,
10.1107/S1399004714005318,It is further demonstrated that phase information can be fully extracted from observed amplitudes through de novo NCS averaging,phase information,phase:0:information,be,amplitudes through de novo NCS averaging,de:0:novo:1:ncs:0:average:2:amplitude,3,38,6,
10.1107/S1399004714005318,It is further demonstrated that phase information can be fully extracted from observed amplitudes through de novo NCS averaging,phase information,phase:0:information,extracted,amplitudes through de novo NCS averaging,de:0:novo:1:ncs:0:average:2:amplitude,3,38,6,
10.1107/S1399004714005318,It is further demonstrated that phase information can be fully extracted from observed amplitudes through de novo NCS averaging,phase information,phase:0:information,observed,amplitudes through de novo NCS averaging,de:0:novo:1:ncs:0:average:2:amplitude,3,38,6,
10.1107/S1399004714005318,Averaging starts with uniform density inside doubleshelled spherical masks and NCS matrices that are derived from bound heavyatom clusters at the vertices of cuboctahedrally symmetric protein particles,NCS matrices,ncs:0:matrix,are,protein particles,protein:0:particle,1,93,13,
10.1107/S1399004714005318,Averaging starts with uniform density inside doubleshelled spherical masks and NCS matrices that are derived from bound heavyatom clusters at the vertices of cuboctahedrally symmetric protein particles,NCS matrices,ncs:0:matrix,are,cuboctahedrally symmetric protein particles,cuboctahedrally:0:symmetric:1:protein:0:particle,2,67,11,
10.1107/S1399004714005318,Averaging starts with uniform density inside doubleshelled spherical masks and NCS matrices that are derived from bound heavyatom clusters at the vertices of cuboctahedrally symmetric protein particles,uniform density,uniform:0:density,are,vertices of cuboctahedrally symmetric protein particles,cuboctahedrally:0:symmetric:1:protein:0:particle:2:vertex,3,109,16,
10.1107/S0108270104031713,The title compound C11H2Cl5N3O crystallizes in the monoclinic system with two molecules in the asymmetric unit,title compound,title:0:compound,crystallizes,monoclinic system,monoclinic:0:system,1,33,4,
10.1107/S0108270104031713,In the threedimensional packing the molecules are arranged in dimers that are connected by slipped  pi  ndash  pi  stacking and these dimers are connected to one another through several C mdash H,ndash  pi  ,ndash:0:pi,are,C mdash,c:0:mdash,1,71,11,
10.1107/S0108270104031713,In the threedimensional packing the molecules are arranged in dimers that are connected by slipped  pi  ndash  pi  stacking and these dimers are connected to one another through several C mdash H,ndash  pi  ,ndash:0:pi,are,C mdash,c:0:mdash,1,71,11,
10.1107/S0108270104031713,In the threedimensional packing the molecules are arranged in dimers that are connected by slipped  pi  ndash  pi  stacking and these dimers are connected to one another through several C mdash H,ndash  pi  ,ndash:0:pi,are,C mdash,c:0:mdash,1,71,11,
10.1107/S0108270104031713,In the threedimensional packing the molecules are arranged in dimers that are connected by slipped  pi  ndash  pi  stacking and these dimers are connected to one another through several C mdash H,ndash  pi  ,ndash:0:pi,are,C mdash H,c:0:mdash:1:h,2,71,11,
10.1107/S0108270104031713,In the threedimensional packing the molecules are arranged in dimers that are connected by slipped  pi  ndash  pi  stacking and these dimers are connected to one another through several C mdash H,ndash  pi  ,ndash:0:pi,are,C mdash H,c:0:mdash:1:h,2,71,11,
10.1107/S0108270104031713,In the threedimensional packing the molecules are arranged in dimers that are connected by slipped  pi  ndash  pi  stacking and these dimers are connected to one another through several C mdash H,ndash  pi  ,ndash:0:pi,are,C mdash H,c:0:mdash:1:h,2,71,11,
10.1107/S0021889807034115,It is demonstrated that grazingincidence Xray diffraction is a direct tool for measuring the elastic displacement modes near the surface of a crystal,direct tool,direct:0:tool,is,surface of a crystal,crystal:0:surface,1,55,8,
10.1107/S0021889807034115,It is demonstrated that grazingincidence Xray diffraction is a direct tool for measuring the elastic displacement modes near the surface of a crystal,direct tool,direct:0:tool,is,surface of a crystal,crystal:0:surface,1,55,8,
10.1107/S0021889807034115,Due to the fact that Xray diffraction is a Fourier transform of the electronic density and thus of the atomic positions elastic displacement modes appear as additional spots in the reciprocal space,displacement modes,displacement:0:mode,appear,additional spots,additional:0:spot,1,11,2,
10.1107/S0021889807034115,Due to the fact that Xray diffraction is a Fourier transform of the electronic density and thus of the atomic positions elastic displacement modes appear as additional spots in the reciprocal space,elastic displacement modes,elastic:1:displacement:0:mode,appear,additional spots in the reciprocal space,reciprocal:0:space:1:additional:0:spot,2,11,2,
10.1107/S0021889807034115,Their characteristics can be directly derived from the elastic constants of the material,Their characteristics,-PRON-:0:characteristic,be,elastic constants,elastic:0:constant,1,34,6,
10.1107/S0021889807034115,Their characteristics can be directly derived from the elastic constants of the material,Their characteristics,-PRON-:0:characteristic,derived,elastic constants,elastic:0:constant,1,34,6,
10.1107/S0021889807034115,Their characteristics can be directly derived from the elastic constants of the material,Their characteristics,-PRON-:0:characteristic,be,elastic constants of the material,material:1:elastic:0:constant,2,34,6,
10.1107/S0021889807034115,Their characteristics can be directly derived from the elastic constants of the material,Their characteristics,-PRON-:0:characteristic,derived,elastic constants of the material,material:1:elastic:0:constant,2,34,6,
10.1107/S0021889807034115,Measuring the amplitude of the diffracted wave for these peaks allows direct determination of the force distribution at the surface which is at the origin of the elastic displacements,force distribution,force:0:distribution,is,elastic displacements,elastic:0:displacement,1,46,10,
10.1107/S0021889807034115,Measuring the amplitude of the diffracted wave for these peaks allows direct determination of the force distribution at the surface which is at the origin of the elastic displacements,force distribution at the surface,surface:1:force:0:distribution,is,origin of the elastic displacements,elastic:0:displacement:1:origin,2,17,4,
10.1107/S0021889807034115,Various examples of such determinations are given for selforganized surfaces and for vicinal surfaces,Various examples,various:0:example,given,vicinal surfaces,vicinal:0:surface,1,69,10,are
10.1107/S0021889807034115,Various examples of such determinations are given for selforganized surfaces and for vicinal surfaces,Various examples of such determinations,determination:1:various:0:example,given,vicinal surfaces,vicinal:0:surface,2,46,7,are
10.1107/S0909049511017535,An inline monochromatization scheme suitable for 10 ndash 40 emsp14 keV synchrotron radiation is presented based on the use of six crystal reflections that achieves meV and submeV bandwidths with high efficiency,synchrotron radiation,synchrotron:0:radiation,presented,crystal reflections,crystal:0:reflection,1,38,8,is
10.1107/S0909049511017535,An inline monochromatization scheme suitable for 10 ndash 40 emsp14 keV synchrotron radiation is presented based on the use of six crystal reflections that achieves meV and submeV bandwidths with high efficiency,synchrotron radiation,synchrotron:0:radiation,based,crystal reflections,crystal:0:reflection,1,38,8,
10.1107/S0909049511017535,An inline monochromatization scheme suitable for 10 ndash 40 emsp14 keV synchrotron radiation is presented based on the use of six crystal reflections that achieves meV and submeV bandwidths with high efficiency,keV synchrotron radiation,kev:1:synchrotron:0:radiation,presented,crystal reflections,crystal:0:reflection,2,38,8,is
10.1107/S0909049511017535,An inline monochromatization scheme suitable for 10 ndash 40 emsp14 keV synchrotron radiation is presented based on the use of six crystal reflections that achieves meV and submeV bandwidths with high efficiency,keV synchrotron radiation,kev:1:synchrotron:0:radiation,based,crystal reflections,crystal:0:reflection,2,38,8,
10.1107/S0909049511017535,An inline monochromatization scheme suitable for 10 ndash 40 emsp14 keV synchrotron radiation is presented based on the use of six crystal reflections that achieves meV and submeV bandwidths with high efficiency,10 ndash 40 emsp14 keV synchrotron radiation,ndash:2:kev:1:synchrotron:0:radiation,presented,crystal reflections,crystal:0:reflection,3,38,8,is
10.1107/S0909049511017535,An inline monochromatization scheme suitable for 10 ndash 40 emsp14 keV synchrotron radiation is presented based on the use of six crystal reflections that achieves meV and submeV bandwidths with high efficiency,10 ndash 40 emsp14 keV synchrotron radiation,ndash:2:kev:1:synchrotron:0:radiation,based,crystal reflections,crystal:0:reflection,3,38,8,
10.1107/S0909049511017535,The theoretical spectral efficiency surpasses all previous multicrystal designs and approaches that of single roomtemperature backreflecting crystals,spectral efficiency,spectral:0:efficiency,surpasses,multicrystal designs,multicrystal:0:design,1,24,3,
10.1107/S0909049511017535,The theoretical spectral efficiency surpasses all previous multicrystal designs and approaches that of single roomtemperature backreflecting crystals,theoretical spectral efficiency,theoretical:1:spectral:0:efficiency,surpasses,previous multicrystal designs,previous:1:multicrystal:0:design,2,15,2,
10.1107/S002188980703854X,The statistical properties of intensities affected by counting loss based on conventional nonextended and extended deadtime models are examined by a Monte Carlo method,statistical properties,statistical:0:property,examined,Monte Carlo method,monte:0:carlo:1:method,2,123,18,are
10.1107/S002188980703854X,It has been confirmed that the variance of the counted pulses for the nonextended deadtime model with the rate of generated pulses r nbsp and the deadtime  tau  is given by sigmarm non2  murm non1r tau2 while that for the extended deadtime model is given by sigmarm ext2  murm ext 1  2rtau expr tau as proposed by Laundy  amp  Collins 2003,r nbsp and,r:0:nbsp,given,Laundy  amp  ,laundy:0:amp,1,173,32,is
10.1107/S002188980703854X,It has been confirmed that the variance of the counted pulses for the nonextended deadtime model with the rate of generated pulses r nbsp and the deadtime  tau  is given by sigmarm non2  murm non1r tau2 while that for the extended deadtime model is given by sigmarm ext2  murm ext 1  2rtau expr tau as proposed by Laundy  amp  Collins 2003,r nbsp and,r:0:nbsp,given,Laundy  amp  ,laundy:0:amp,1,173,32,is
10.1107/S002188980703854X,It has been confirmed that the variance of the counted pulses for the nonextended deadtime model with the rate of generated pulses r nbsp and the deadtime  tau  is given by sigmarm non2  murm non1r tau2 while that for the extended deadtime model is given by sigmarm ext2  murm ext 1  2rtau expr tau as proposed by Laundy  amp  Collins 2003,r nbsp and,r:0:nbsp,proposed,Laundy  amp  ,laundy:0:amp,1,173,32,
10.1107/S0108270108016454,In dirubidium copper bisvanadylV bisphosphate Rb2CuVO22PO42 three different oxo complexes form an anionic framework,oxo complexes,oxo:0:complex,form,anionic framework,anionic:0:framework,1,9,2,
10.1107/S0108270108016454,In dirubidium copper bisvanadylV bisphosphate Rb2CuVO22PO42 three different oxo complexes form an anionic framework,different oxo complexes,different:1:oxo:0:complex,form,anionic framework,anionic:0:framework,2,9,2,
10.1107/S0907444907006592,Trivalent holmium ions were shown to isomorphously replace magnesium ions to form an ADP2Ho complex in the nucleotidebinding domain of Bacillus subtilis,holmium ions,holmium:0:ion,shown,magnesium ions,magnesium:0:ion,1,37,5,were
10.1107/S0907444907006592,Trivalent holmium ions were shown to isomorphously replace magnesium ions to form an ADP2Ho complex in the nucleotidebinding domain of Bacillus subtilis,holmium ions,holmium:0:ion,replace,magnesium ions,magnesium:0:ion,1,37,5,
10.1107/S0907444907006592,Trivalent holmium ions were shown to isomorphously replace magnesium ions to form an ADP2Ho complex in the nucleotidebinding domain of Bacillus subtilis,Trivalent holmium ions,trivalent:1:holmium:0:ion,shown,magnesium ions,magnesium:0:ion,2,37,5,were
10.1107/S0907444907006592,Trivalent holmium ions were shown to isomorphously replace magnesium ions to form an ADP2Ho complex in the nucleotidebinding domain of Bacillus subtilis,Trivalent holmium ions,trivalent:1:holmium:0:ion,replace,magnesium ions,magnesium:0:ion,2,37,5,
10.1107/S0907444907006592,This nucleotide ndash holmium complex provided sufficient phasing power to allow SAD and SIRAS phasing of this previously unknown structure using the LIII absorption edge of holmium,phasing power,phase:0:power,allow,absorption edge,absorption:0:edge,1,84,14,
10.1107/S0907444907006592,This nucleotide ndash holmium complex provided sufficient phasing power to allow SAD and SIRAS phasing of this previously unknown structure using the LIII absorption edge of holmium,phasing power,phase:0:power,using,absorption edge,absorption:0:edge,1,84,14,
10.1107/S0907444907006592,This nucleotide ndash holmium complex provided sufficient phasing power to allow SAD and SIRAS phasing of this previously unknown structure using the LIII absorption edge of holmium,sufficient phasing power,sufficient:1:phase:0:power,allow,previously unknown structure,previously:0:unknown:1:structure,2,40,8,
10.1107/S0907444907006592,This nucleotide ndash holmium complex provided sufficient phasing power to allow SAD and SIRAS phasing of this previously unknown structure using the LIII absorption edge of holmium,previously unknown structure,previously:0:unknown:1:structure,using,LIII absorption edge,liii:1:absorption:0:edge,2,11,2,
10.1107/S0907444907006592,This nucleotide ndash holmium complex provided sufficient phasing power to allow SAD and SIRAS phasing of this previously unknown structure using the LIII absorption edge of holmium,previously unknown structure,previously:0:unknown:1:structure,using,LIII absorption edge of holmium,holmium:2:liii:1:absorption:0:edge,3,11,2,
10.1107/S0907444907006592,The structure of ADP2Ho reveals that the two Ho ions are approximately 4 emsp14  Aring  apart and are likely to share their ligands the phosphoryl O atoms of ADP and a water molecule,Ho ions,ho:0:ion,are,atoms of ADP,adp:0:atom,1,97,16,
10.1107/S0907444907006592,The structure of ADP2Ho reveals that the two Ho ions are approximately 4 emsp14  Aring  apart and are likely to share their ligands the phosphoryl O atoms of ADP and a water molecule,Ho ions,ho:0:ion,are,atoms of ADP,adp:0:atom,1,97,16,
10.1107/S0907444907006592,The structure of ADP2Ho reveals that the two Ho ions are approximately 4 emsp14  Aring  apart and are likely to share their ligands the phosphoryl O atoms of ADP and a water molecule,Ho ions,ho:0:ion,are,atoms of ADP and a water molecule,water:0:molecule:1:adp:0:atom,2,97,16,
10.1107/S0907444907006592,The structure of ADP2Ho reveals that the two Ho ions are approximately 4 emsp14  Aring  apart and are likely to share their ligands the phosphoryl O atoms of ADP and a water molecule,Ho ions,ho:0:ion,are,atoms of ADP and a water molecule,water:0:molecule:1:adp:0:atom,2,97,16,
10.1107/S0907444907006592,The structure of ADP2Ho reveals that the two Ho ions are approximately 4 emsp14  Aring  apart and are likely to share their ligands the phosphoryl O atoms of ADP and a water molecule,the two Ho ions are approximately 4 emsp14  Aring  apart,apart:0:aring:1:approximately:2:ho:0:ion,are,O atoms of ADP and a water molecule,o:2:water:0:molecule:1:adp:0:atom,3,54,9,
10.1107/S0907444907006592,The structure of ADP2Ho reveals that the two Ho ions are approximately 4 emsp14  Aring  apart and are likely to share their ligands the phosphoryl O atoms of ADP and a water molecule,the two Ho ions are approximately 4 emsp14  Aring  apart,apart:0:aring:1:approximately:2:ho:0:ion,are,O atoms of ADP and a water molecule,o:2:water:0:molecule:1:adp:0:atom,3,54,9,
10.1107/S0907444907006592,The structure determination of MTR kinase using data collected using Cu emsp14 K alpha  Xradiation was also attempted,MTR kinase,mtr:0:kinase,using,data collected,collect:0:datum,1,7,1,
10.1107/S0907444907006592,The structure determination of MTR kinase using data collected using Cu emsp14 K alpha  Xradiation was also attempted,MTR kinase,mtr:0:kinase,using,data collected,collect:0:datum,1,7,1,
10.1107/S0907444907006592,The structure determination of MTR kinase using data collected using Cu emsp14 K alpha  Xradiation was also attempted,data collected,collect:0:datum,using,K alpha  ,k:0:alpha,1,17,3,
10.1107/S0907444907006592,The structure determination of MTR kinase using data collected using Cu emsp14 K alpha  Xradiation was also attempted,data collected,collect:0:datum,using,K alpha  ,k:0:alpha,1,17,3,
10.1107/S0907444907006592,The structure determination of MTR kinase using data collected using Cu emsp14 K alpha  Xradiation was also attempted,structure determination of MTR kinase,mtr:0:kinase:1:structure:0:determination,using,data collected,collect:0:datum,2,7,1,
10.1107/S0907444907006592,The structure determination of MTR kinase using data collected using Cu emsp14 K alpha  Xradiation was also attempted,structure determination of MTR kinase,mtr:0:kinase:1:structure:0:determination,using,data collected,collect:0:datum,2,7,1,
10.1107/S0907444907006592,The structure determination of MTR kinase using data collected using Cu emsp14 K alpha  Xradiation was also attempted,data collected,collect:0:datum,using,Cu emsp14 K alpha  ,cu:1:k:0:alpha,2,7,1,
10.1107/S0907444907006592,The structure determination of MTR kinase using data collected using Cu emsp14 K alpha  Xradiation was also attempted,data collected,collect:0:datum,using,Cu emsp14 K alpha  ,cu:1:k:0:alpha,2,7,1,
10.1107/S0907444907006592,Although the heavyatom substructure determination was successful interpretation of the map was more challenging,substructure determination,substructure:0:determination,was,interpretation of the map,map:0:interpretation,1,16,2,
10.1107/S0907444907006592,Although the heavyatom substructure determination was successful interpretation of the map was more challenging,substructure determination,substructure:0:determination,was,interpretation of the map,map:0:interpretation,1,16,2,
10.1107/S0907444907006592,The isomorphous substitution of holmium for magnesium in the MTR kinase ndash nucleotide complex suggests that this could be a useful phasing tool for other metaldependent nucleotidecontaining proteins,ndash nucleotide,ndash:0:nucleotide,suggests,phasing tool,phase:0:tool,1,46,8,
10.1107/S0907444907006592,The isomorphous substitution of holmium for magnesium in the MTR kinase ndash nucleotide complex suggests that this could be a useful phasing tool for other metaldependent nucleotidecontaining proteins,ndash nucleotide,ndash:0:nucleotide,be,phasing tool,phase:0:tool,1,46,8,
10.1107/S0907444907006592,The isomorphous substitution of holmium for magnesium in the MTR kinase ndash nucleotide complex suggests that this could be a useful phasing tool for other metaldependent nucleotidecontaining proteins,ndash nucleotide,ndash:0:nucleotide,suggests,useful phasing tool,useful:1:phase:0:tool,2,39,7,
10.1107/S0907444907006592,The isomorphous substitution of holmium for magnesium in the MTR kinase ndash nucleotide complex suggests that this could be a useful phasing tool for other metaldependent nucleotidecontaining proteins,ndash nucleotide,ndash:0:nucleotide,be,useful phasing tool,useful:1:phase:0:tool,2,39,7,
10.1107/S010876738900824X,Twobeam and symmetric three and fourbeam grazingincidence Xray diffraction GIXD by crystals without absorption are studied based on the dynamical theory of Xray diffraction,crystals without absorption,absorption:0:crystal,studied,dynamical theory,dynamical:0:theory,1,26,5,are
10.1107/S010876738900824X,Twobeam and symmetric three and fourbeam grazingincidence Xray diffraction GIXD by crystals without absorption are studied based on the dynamical theory of Xray diffraction,crystals without absorption,absorption:0:crystal,based,dynamical theory,dynamical:0:theory,1,26,5,
10.1107/S010876738900824X,For twobeam cases a new geometrical scheme is given to reveal graphically the excitation of the dispersion surface,geometrical scheme,geometrical:0:scheme,given,dispersion surface,dispersion:0:surface,1,54,9,is
10.1107/S010876738900824X,For twobeam cases a new geometrical scheme is given to reveal graphically the excitation of the dispersion surface,geometrical scheme,geometrical:0:scheme,reveal,dispersion surface,dispersion:0:surface,1,54,9,
10.1107/S010876738900824X,For twobeam cases a new geometrical scheme is given to reveal graphically the excitation of the dispersion surface,new geometrical scheme,new:1:geometrical:0:scheme,given,excitation of the dispersion surface,dispersion:0:surface:1:excitation,2,36,6,is
10.1107/S010876738900824X,For twobeam cases a new geometrical scheme is given to reveal graphically the excitation of the dispersion surface,new geometrical scheme,new:1:geometrical:0:scheme,reveal,excitation of the dispersion surface,dispersion:0:surface:1:excitation,2,36,6,
10.1107/S0108270108017502,The asymmetric unit of the title compound C6H9N2OS2 middot HSO4 minus  middot H2O contains a heterocyclic cation a hydrogen sulfate anion and a water molecule,middot HSO4 minus  ,middot:0:minus,contains,heterocyclic cation,heterocyclic:0:cation,1,22,4,
10.1107/S0108270108017502,The asymmetric unit of the title compound C6H9N2OS2 middot HSO4 minus  middot H2O contains a heterocyclic cation a hydrogen sulfate anion and a water molecule,middot HSO4 minus  middot H2O,middot:0:minus:1:middot,contains,heterocyclic cation,heterocyclic:0:cation,2,12,2,
10.1107/S0108270108017502,There are strong hydrogen bonds between the hydrogen sulfate anions and water molecules forming an infinite chain along the 010 direction from which the cations are pendent,hydrogen bonds,hydrogen:0:bond,forming,infinite chain,infinite:0:chain,1,68,10,
10.1107/S0108270108017502,There are strong hydrogen bonds between the hydrogen sulfate anions and water molecules forming an infinite chain along the 010 direction from which the cations are pendent,strong hydrogen bonds,strong:1:hydrogen:0:bond,forming,infinite chain,infinite:0:chain,2,68,10,
10.1107/S0108270108017502,In this way structural relationships are stated in terms of the influence of the sulfate group on the protonation of the heterocycle and on the tautomeric equilibrium in the solid state,structural relationships,structural:0:relationship,are,sulfate group,sulfate:0:group,1,45,9,
10.1107/S0108270108017502,In this way structural relationships are stated in terms of the influence of the sulfate group on the protonation of the heterocycle and on the tautomeric equilibrium in the solid state,structural relationships,structural:0:relationship,are,influence of the sulfate group,sulfate:0:group:1:influence,2,28,6,
10.1107/S174430910702163X,Carbazole 19adioxygenase CARDO which consists of an oxygenase component CARDOO and the electrontransport components ferredoxin CARDOF and ferredoxin reductase CARDOR catalyzes dihydroxylation at the C1 and C9a positions of carbazole,ferredoxin reductase,ferredoxin:0:reductase,catalyzes,C1 and C9a positions of carbazole,carbazole:0:position,1,41,5,
10.1107/S174430910702163X,The type II crystal was obtained in drops from which type I crystals had been removed it diffracted to 260 emsp14  Aring  resolution and belonged to the same space group with unitcell parameters a nbsp  nbsp b nbsp  nbsp 1618 c  795 emsp14  Aring ,type II crystal,type:0:ii:1:crystal,was,emsp14  Aring  resolution,aring:0:resolution,2,88,16,
10.1107/S174430910702163X,The type II crystal was obtained in drops from which type I crystals had been removed it diffracted to 260 emsp14  Aring  resolution and belonged to the same space group with unitcell parameters a nbsp  nbsp b nbsp  nbsp 1618 c  795 emsp14  Aring ,type II crystal,type:0:ii:1:crystal,obtained,emsp14  Aring  resolution,aring:0:resolution,2,88,16,
10.1107/S174430910702163X,The type II crystal was obtained in drops from which type I crystals had been removed it diffracted to 260 emsp14  Aring  resolution and belonged to the same space group with unitcell parameters a nbsp  nbsp b nbsp  nbsp 1618 c  795 emsp14  Aring ,type II crystal,type:0:ii:1:crystal,been,emsp14  Aring  resolution,aring:0:resolution,2,88,16,had
10.1107/S174430910702163X,The type II crystal was obtained in drops from which type I crystals had been removed it diffracted to 260 emsp14  Aring  resolution and belonged to the same space group with unitcell parameters a nbsp  nbsp b nbsp  nbsp 1618 c  795 emsp14  Aring ,type II crystal,type:0:ii:1:crystal,diffracted,emsp14  Aring  resolution,aring:0:resolution,2,88,16,
10.1107/S0907444903011156,The crystal structure of  beta luffin at 20 emsp14  Aring  resolution was solved by the molecularreplacement method using polyalanyl trichosanthin as the search model,emsp14  Aring  resolution,aring:0:resolution,was,using polyalanyl trichosanthin,trichosanthin:0:polyalanyl,1,47,6,
10.1107/S0907444903011156,The crystal structure of  beta luffin at 20 emsp14  Aring  resolution was solved by the molecularreplacement method using polyalanyl trichosanthin as the search model,emsp14  Aring  resolution,aring:0:resolution,solved,using polyalanyl trichosanthin,trichosanthin:0:polyalanyl,1,47,6,
10.1107/S0907444903011156,The crystal structure of  beta luffin at 20 emsp14  Aring  resolution was solved by the molecularreplacement method using polyalanyl trichosanthin as the search model,emsp14  Aring  resolution,aring:0:resolution,was,using polyalanyl trichosanthin as the search model,search:0:model:1:trichosanthin:0:polyalanyl,2,47,6,
10.1107/S0907444903011156,The crystal structure of  beta luffin at 20 emsp14  Aring  resolution was solved by the molecularreplacement method using polyalanyl trichosanthin as the search model,emsp14  Aring  resolution,aring:0:resolution,solved,using polyalanyl trichosanthin as the search model,search:0:model:1:trichosanthin:0:polyalanyl,2,47,6,
10.1107/S0907444903011156,The overall structure is similar to those of other type I RIPs,overall structure,overall:0:structure,is,other type I RIPs,-PRON-:0:rips:1:type,2,24,5,
10.1107/S0021889809023589,The interdependence between the side of apical coordination H2O  gt CO dimethyl sulfoxide and Cl minus  and steric crowding at the apical positions was investigated for a set of 20 copperII bis complexes with naturally occurring amino acids,apical positions,apical:0:position,was,bis complexes,bis:0:complex,1,43,8,
10.1107/S0021889809023589,The interdependence between the side of apical coordination H2O  gt CO dimethyl sulfoxide and Cl minus  and steric crowding at the apical positions was investigated for a set of 20 copperII bis complexes with naturally occurring amino acids,apical positions,apical:0:position,investigated,bis complexes,bis:0:complex,1,43,8,
10.1107/S0021889809023589,The interdependence between the side of apical coordination H2O  gt CO dimethyl sulfoxide and Cl minus  and steric crowding at the apical positions was investigated for a set of 20 copperII bis complexes with naturally occurring amino acids,steric crowding at the apical positions,apical:0:position:1:steric:0:crowd,was,amino acids,amino:0:acid,2,82,13,
10.1107/S0021889809023589,The interdependence between the side of apical coordination H2O  gt CO dimethyl sulfoxide and Cl minus  and steric crowding at the apical positions was investigated for a set of 20 copperII bis complexes with naturally occurring amino acids,steric crowding at the apical positions,apical:0:position:1:steric:0:crowd,investigated,amino acids,amino:0:acid,2,82,13,
10.1107/S0021889809023589,As a measure of steric crowding the overlapping volumes V were used calculated by the modified overlapping spheres method,measure of steric,steric:0:measure,used,spheres method,sphere:0:method,1,85,12,were
10.1107/S0021889809023589,As a measure of steric crowding the overlapping volumes V were used calculated by the modified overlapping spheres method,measure of steric,steric:0:measure,calculated,spheres method,sphere:0:method,1,85,12,
10.1107/S0021889809023589,As a measure of steric crowding the overlapping volumes V were used calculated by the modified overlapping spheres method,measure of steric,steric:0:measure,used,overlapping spheres method,overlap:1:sphere:0:method,2,73,11,were
10.1107/S0021889809023589,As a measure of steric crowding the overlapping volumes V were used calculated by the modified overlapping spheres method,measure of steric,steric:0:measure,calculated,overlapping spheres method,overlap:1:sphere:0:method,2,73,11,
10.1107/S0021889809023589,As a measure of steric crowding the overlapping volumes V were used calculated by the modified overlapping spheres method,measure of steric,steric:0:measure,used,modified overlapping spheres method,modify:2:overlap:1:sphere:0:method,3,64,10,were
10.1107/S0021889809023589,As a measure of steric crowding the overlapping volumes V were used calculated by the modified overlapping spheres method,measure of steric,steric:0:measure,calculated,modified overlapping spheres method,modify:2:overlap:1:sphere:0:method,3,64,10,
10.1107/S0021889809023589,The apical bond length shows sigmoidal dependence on the magnitude of distortion and is also dependent on the kind of distortion squarepyramidal or tetrahedral,magnitude of distortion,distortion:0:magnitude,is,kind of distortion,distortion:0:kind,1,30,6,
10.1107/S0021889809023589,The apical bond length shows sigmoidal dependence on the magnitude of distortion and is also dependent on the kind of distortion squarepyramidal or tetrahedral,apical bond length,apical:0:bond:1:length,shows,sigmoidal dependence on the magnitude of distortion,distortion:0:magnitude:1:sigmoidal:0:dependence,2,7,1,
