subject,object,predicate,sentence,pred freq,sub freq,obj freq,char dist,word dist,root,root freq,synonyms,pred term,sub term,obj term,level,doc ID
radiation data,average error,gives,A similar calculation for the analogous Sm crystal using synchrotron radiation data gives the phase difference with an average error of 5 deg ,16,1,1,36,6,give,80,"{'afford', 'have', 'pay', 'present', 'give', 'yield', 'hold', 'throw', 'gift'}",gives,radiation:0:datum,average:0:error,1,10.1107/S0108767385000575
analogous Sm crystal,synchrotron radiation data,using,A similar calculation for the analogous Sm crystal using synchrotron radiation data gives the phase difference with an average error of 5 deg ,217,1,2,7,1,use,321,"{'utilise', 'use', 'apply', 'employ', 'habituate', 'utilize', 'practice', 'expend'}",using,analogous:1:sm:0:crystal,synchrotron:1:radiation:0:datum,2,10.1107/S0108767385000575
synchrotron radiation data,average error of 5 deg,gives,A similar calculation for the analogous Sm crystal using synchrotron radiation data gives the phase difference with an average error of 5 deg ,16,1,1,36,6,give,80,"{'afford', 'have', 'pay', 'present', 'give', 'yield', 'hold', 'throw', 'gift'}",gives,synchrotron:1:radiation:0:datum,deg:1:average:0:error,2,10.1107/S0108767385000575
similar calculation for the analogous Sm crystal,synchrotron radiation data,using,A similar calculation for the analogous Sm crystal using synchrotron radiation data gives the phase difference with an average error of 5 deg ,217,1,2,7,1,use,321,"{'utilise', 'use', 'apply', 'employ', 'habituate', 'utilize', 'practice', 'expend'}",using,analogous:1:sm:0:crystal:2:similar:0:calculation,synchrotron:1:radiation:0:datum,3,10.1107/S0108767385000575
adjacent molecules,supramolecular network,form,O hydrogenbonding interactions link adjacent molecules to form a threedimensional supramolecular network,48,12,4,28,4,form,139,"{'mould', 'spring', 'shape', 'organize', 'form', 'mold', 'imprint', 'constitute', 'organise', 'forge'}",form,adjacent:0:molecule,supramolecular:0:network,1,10.1107/S160053680502934X
title compound,cis configuration,has,In the crystal structure of the title compound 4aR5R6S7S8aSmethyl 8aethenyloctahydro5acetoxy72acetoxymethyl1oxo2propenyloxy alpha 4bismethylene3oxo1H2benzopyran6acetate C24H28O10 the molecule has a cis configuration at the junction of the two sixmembered rings and not a trans configuration as was assigned on the basis of NMR data in solution Asaka et al,165,302,2,152,9,have,175,"{'feature', 'have', 'possess', 'consume', 'undergo', 'ingest', 'get', 'give', 'experience', 'hold', 'let', 'receive', 'own'}",has,title:0:compound,cis:0:configuration,1,10.1107/S1600536805029387
crystal structure of the title compound,cis configuration,has,In the crystal structure of the title compound 4aR5R6S7S8aSmethyl 8aethenyloctahydro5acetoxy72acetoxymethyl1oxo2propenyloxy alpha 4bismethylene3oxo1H2benzopyran6acetate C24H28O10 the molecule has a cis configuration at the junction of the two sixmembered rings and not a trans configuration as was assigned on the basis of NMR data in solution Asaka et al,165,11,2,152,9,have,175,"{'feature', 'have', 'possess', 'consume', 'undergo', 'ingest', 'get', 'give', 'experience', 'hold', 'let', 'receive', 'own'}",has,title:0:compound:1:crystal:0:structure,cis:0:configuration,2,10.1107/S1600536805029387
title compound,asymmetric unit,crystallizes,The centrosymmetric title compound C16H32N8O4 crystallizes one halfmolecule in the asymmetric unit,2,302,22,49,6,crystallize,68,"{'elucidate', 'enlighten', 'crystallize', 'crystalise', 'effloresce', 'illuminate', 'crystallise'}",crystallizes,title:0:compound,asymmetric:0:unit,1,10.1107/S1600536805030023
centrosymmetric title compound,molecule in the asymmetric unit,crystallizes,The centrosymmetric title compound C16H32N8O4 crystallizes one halfmolecule in the asymmetric unit,2,2,1,33,4,crystallize,68,"{'elucidate', 'enlighten', 'crystallize', 'crystalise', 'effloresce', 'illuminate', 'crystallise'}",crystallizes,centrosymmetric:1:title:0:compound,asymmetric:0:unit:1:molecule,2,10.1107/S1600536805030023
Single crystals,water molecules,were grown from,Single crystals were grown from water and even though the compound contains hydrogenbonding groups no water molecules of crystallization were found,9,7,16,87,13,grow,22,"{'originate', 'arise', 'acquire', 'mature', 'rise', 'farm', 'maturate', 'grow', 'develop', 'produce', 'raise', 'turn', 'uprise'}",were:0:grown from,single:0:crystal,water:0:molecule,1,10.1107/S1600536805030023
Single crystals,water molecules,contains,Single crystals were grown from water and even though the compound contains hydrogenbonding groups no water molecules of crystallization were found,108,7,16,87,13,contain,134,"{'contain', 'stop', 'bear', 'arrest', 'control', 'curb', 'comprise', 'incorporate', 'check', 'moderate', 'hold', 'carry'}",contains,single:0:crystal,water:0:molecule,1,10.1107/S1600536805030023
Single crystals,water molecules of crystallization,were grown from,Single crystals were grown from water and even though the compound contains hydrogenbonding groups no water molecules of crystallization were found,9,7,2,87,13,grow,22,"{'originate', 'arise', 'acquire', 'mature', 'rise', 'farm', 'maturate', 'grow', 'develop', 'produce', 'raise', 'turn', 'uprise'}",were:0:grown from,single:0:crystal,crystallization:1:water:0:molecule,2,10.1107/S1600536805030023
Single crystals,water molecules of crystallization,contains,Single crystals were grown from water and even though the compound contains hydrogenbonding groups no water molecules of crystallization were found,108,7,2,87,13,contain,134,"{'contain', 'stop', 'bear', 'arrest', 'control', 'curb', 'comprise', 'incorporate', 'check', 'moderate', 'hold', 'carry'}",contains,single:0:crystal,crystallization:1:water:0:molecule,2,10.1107/S1600536805030023
traversing technique,crystal arrangements,is described,A modification of the Lang traversing technique is described which allows Xray topographs of crystal arrangements which are sensitive to mechanical vibration to be taken,18,2,4,46,7,describe,36,"{'distinguish', 'draw', 'key', 'discover', 'name', 'identify', 'describe', 'depict', 'account', 'report', 'trace', 'line', 'delineate'}",is:0:described,traverse:0:technique,crystal:0:arrangement,1,10.1107/S0021889871006782
traversing technique,crystal arrangements,allows,A modification of the Lang traversing technique is described which allows Xray topographs of crystal arrangements which are sensitive to mechanical vibration to be taken,29,2,4,46,7,allow,47,"{'leave', 'permit', 'reserve', 'earmark', 'countenance', 'grant', 'provide', 'admit', 'let', 'allow', 'appropriate'}",allows,traverse:0:technique,crystal:0:arrangement,1,10.1107/S0021889871006782
Lang traversing technique,crystal arrangements,is described,A modification of the Lang traversing technique is described which allows Xray topographs of crystal arrangements which are sensitive to mechanical vibration to be taken,18,2,4,46,7,describe,36,"{'distinguish', 'draw', 'key', 'discover', 'name', 'identify', 'describe', 'depict', 'account', 'report', 'trace', 'line', 'delineate'}",is:0:described,lang:1:traverse:0:technique,crystal:0:arrangement,2,10.1107/S0021889871006782
Lang traversing technique,crystal arrangements,allows,A modification of the Lang traversing technique is described which allows Xray topographs of crystal arrangements which are sensitive to mechanical vibration to be taken,29,2,4,46,7,allow,47,"{'leave', 'permit', 'reserve', 'earmark', 'countenance', 'grant', 'provide', 'admit', 'let', 'allow', 'appropriate'}",allows,lang:1:traverse:0:technique,crystal:0:arrangement,2,10.1107/S0021889871006782
unsubstituted and substituted Cp rings,indene ring system,form,The unsubstituted and substituted Cp rings form dihedral angles of 5562 emsp14 12 and 5413 emsp14 10 deg  respectively with the indene ring system,48,1,1,86,15,form,139,"{'mould', 'spring', 'shape', 'organize', 'form', 'mold', 'imprint', 'constitute', 'organise', 'forge'}",form,substitute:0:unsubstituted:1:cp:0:ring,indene:1:ring:0:system,2,10.1107/S1600536805029302
ZnII ion,water O,surrounded by,In the title compound ZnC4H8N4H2O2C10H9N4O2S2 middot H2O the ZnII ion is octahedrally surrounded by two water O atoms Zn mdash O  268 emsp14 2 and 249 emsp14 2 emsp14  Aring  and the four N atoms of two ethylenediamine molecules,9,7,1,35,5,surround,9,"{'border', 'skirt', 'environ', 'ring', 'circumvent', 'besiege', 'wall', 'beleaguer', 'surround', 'round', 'fence', 'smother', 'palisade', 'encircle', 'circle'}",surrounded by,znii:0:ion,water:0:o,1,10.1107/S1600536805029673
ZnII ion,water O atoms,surrounded by,In the title compound ZnC4H8N4H2O2C10H9N4O2S2 middot H2O the ZnII ion is octahedrally surrounded by two water O atoms Zn mdash O  268 emsp14 2 and 249 emsp14 2 emsp14  Aring  and the four N atoms of two ethylenediamine molecules,9,7,1,35,5,surround,9,"{'border', 'skirt', 'environ', 'ring', 'circumvent', 'besiege', 'wall', 'beleaguer', 'surround', 'round', 'fence', 'smother', 'palisade', 'encircle', 'circle'}",surrounded by,znii:0:ion,water:0:o:1:atom,2,10.1107/S1600536805029673
Individual atoms,coordination plane,are displaced from,Individual atoms are displaced from the PdCl2PN coordination plane by no more than 0094 emsp14  Aring  while inplane distortion of the bond angles at the metal atom is more marked,3,1,1,32,5,displace,10,"{'uproot', 'displace', 'bump', 'deracinate', 'move', 'dislocate', 'dislodge'}",are:0:displaced from,individual:0:atom,coordination:0:plane,1,10.1107/S0108270197016752
phosphine over amine,Pd mdash,is reflected in,The greater trans influence of phosphine over amine is reflected in the mean Pd mdash Cl bond lengths of 2383 trans to P and 2293 emsp14  Aring  trans to N,2,1,3,26,5,reflect,8,"{'excogitate', 'mull', 'muse', 'ponder', 'shine', 'meditate', 'speculate', 'reflect', 'ruminate', 'contemplate', 'reverberate'}",is:0:reflected in,amine:0:phosphine,pd:0:mdash,1,10.1107/S0108270197016752
greater trans influence of phosphine over amine,Pd mdash,is reflected in,The greater trans influence of phosphine over amine is reflected in the mean Pd mdash Cl bond lengths of 2383 trans to P and 2293 emsp14  Aring  trans to N,2,1,3,26,5,reflect,8,"{'excogitate', 'mull', 'muse', 'ponder', 'shine', 'meditate', 'speculate', 'reflect', 'ruminate', 'contemplate', 'reverberate'}",is:0:reflected in,amine:0:phosphine:2:great:0:tran:1:influence,pd:0:mdash,3,10.1107/S0108270197016752
sparteine ligand,pseudotetrahedral environment,induce,In the title compound CuCl2C15H26N2 the bulky fused rings of the sparteine ligand induce a pseudotetrahedral environment around the copperII atom,11,1,2,10,2,induce,14,"{'hasten', 'induct', 'make', 'induce', 'cause', 'rush', 'stimulate'}",induce,sparteine:0:ligand,pseudotetrahedral:0:environment,1,10.1107/S0108270197015886
bulky fused rings of the sparteine ligand,pseudotetrahedral environment,induce,In the title compound CuCl2C15H26N2 the bulky fused rings of the sparteine ligand induce a pseudotetrahedral environment around the copperII atom,11,1,2,10,2,induce,14,"{'hasten', 'induct', 'make', 'induce', 'cause', 'rush', 'stimulate'}",induce,sparteine:0:ligand:2:bulky:1:fuse:0:ring,pseudotetrahedral:0:environment,3,10.1107/S0108270197015886
four alkaloid rings,chair conformation,adopt,All four alkaloid rings adopt the chair conformation with one terminal ring inclined endo pointing towards the metal atom and the other inclined exo pointing away from the metal,14,1,14,11,2,adopt,67,"{'borrow', 'espouse', 'follow', 'dramatise', 'dramatize', 'acquire', 'embrace', 'take', 'adopt', 'assume'}",adopt,alkaloid:0:ring,chair:0:conformation,1,10.1107/S0108270197015886
Main dimensions,Cu mdash,include,Main dimensions of the complex include Cu mdash N 2003 emsp14 3 2021 emsp14 3 Cu mdash Cl 2238 emsp14 1 2258 emsp14 1 emsp14  Aring  N mdash Cu mdash N 905 emsp14 2 Cl mdash Cu mdash Cl 10692 emsp14 6 deg ,5,1,1,24,4,include,23,"{'admit', 'include'}",include,main:0:dimension,cu:0:mdash,1,10.1107/S0108270197015886
Main dimensions of the complex,N mdash,include,Main dimensions of the complex include Cu mdash N 2003 emsp14 3 2021 emsp14 3 Cu mdash Cl 2238 emsp14 1 2258 emsp14 1 emsp14  Aring  N mdash Cu mdash N 905 emsp14 2 Cl mdash Cu mdash Cl 10692 emsp14 6 deg ,5,1,3,103,21,include,23,"{'admit', 'include'}",include,complex:1:main:0:dimension,n:0:mdash,2,10.1107/S0108270197015886
acetyl group,thiohydantoin ring,forms,In the title compound 1acetyl4oxoimidazolidine2thione C5H6N2O2S the plane of the acetyl group forms an angle of 67 deg  with the essentially planar thiohydantoin ring,32,1,1,55,10,form,139,"{'mould', 'spring', 'shape', 'organize', 'form', 'mold', 'imprint', 'constitute', 'organise', 'forge'}",forms,acetyl:0:group,thiohydantoin:0:ring,1,10.1107/S0108270197014960
plane of the acetyl group,essentially planar thiohydantoin ring,forms,In the title compound 1acetyl4oxoimidazolidine2thione C5H6N2O2S the plane of the acetyl group forms an angle of 67 deg  with the essentially planar thiohydantoin ring,32,1,1,36,8,form,139,"{'mould', 'spring', 'shape', 'organize', 'form', 'mold', 'imprint', 'constitute', 'organise', 'forge'}",forms,acetyl:0:group:1:plane,essentially:0:planar:1:thiohydantoin:0:ring,2,10.1107/S0108270197014960
hydrogen bonds,quasiplanar chains,create,O hydrogen bonds create quasiplanar chains of molecules along the y axis,6,47,2,8,1,create,9,"{'make', 'create', 'produce'}",create,hydrogen:0:bond,quasiplanar:0:chain,1,10.1107/S0108270197014960
O hydrogen bonds,quasiplanar chains,create,O hydrogen bonds create quasiplanar chains of molecules along the y axis,6,40,2,8,1,create,9,"{'make', 'create', 'produce'}",create,o:1:hydrogen:0:bond,quasiplanar:0:chain,2,10.1107/S0108270197014960
O hydrogen bonds,quasiplanar chains of molecules along the y axis,create,O hydrogen bonds create quasiplanar chains of molecules along the y axis,6,40,1,8,1,create,9,"{'make', 'create', 'produce'}",create,o:1:hydrogen:0:bond,y:0:axis:1:molecule:2:quasiplanar:0:chain,3,10.1107/S0108270197014960
magnitude and error,concise formula,shows,Numerical analysis of the TPSI sign magnitude and error distributions shows that the concise formula for TPSI by probability theory Hauptman 1982,51,1,1,30,4,show,150,"{'point', 'exhibit', 'reveal', 'demo', 'show', 'testify', 'indicate', 'establish', 'render', 'display', 'prove', 'shew', 'demonstrate', 'express', 'evince', 'evidence', 'present', 'picture', 'depict'}",shows,error:0:magnitude,concise:0:formula,1,10.1107/S0108767391000892
magnitude and error distributions,concise formula for TPSI,shows,Numerical analysis of the TPSI sign magnitude and error distributions shows that the concise formula for TPSI by probability theory Hauptman 1982,51,1,1,16,3,show,150,"{'point', 'exhibit', 'reveal', 'demo', 'show', 'testify', 'indicate', 'establish', 'render', 'display', 'prove', 'shew', 'demonstrate', 'express', 'evince', 'evidence', 'present', 'picture', 'depict'}",shows,distribution:1:error:0:magnitude,tpsi:1:concise:0:formula,2,10.1107/S0108767391000892
alumina membranes,parallel channels,made of,Smallangle neutron scattering is used to investigate porous alumina membranes  gamma Al2O3 made of parallel channels with cylindrical shape,7,1,2,22,4,make,92,"{'do', 'draw', 'make', 'induce', 'create', 'cause', 'produce', 'stimulate'}",made of,alumina:0:membrane,parallel:0:channel,1,10.1107/S0021889803000281
porous alumina membranes,parallel channels with cylindrical shape,made of,Smallangle neutron scattering is used to investigate porous alumina membranes  gamma Al2O3 made of parallel channels with cylindrical shape,7,1,1,22,4,make,92,"{'do', 'draw', 'make', 'induce', 'create', 'cause', 'produce', 'stimulate'}",made of,porous:1:alumina:0:membrane,cylindrical:0:shape:1:parallel:0:channel,2,10.1107/S0021889803000281
scattering experiments,coaxial geometry,are performed in,The scattering experiments are performed in a coaxial geometry where the cylindrical pores are oriented with their long axis parallel to the incident beam resulting in isotropic scattering patterns due to the circular symmetry,1,1,1,20,4,perform,18,"{'perform', 'execute', 'do'}",are:0:performed in,scatter:0:experiment,coaxial:0:geometry,1,10.1107/S0021889803000281
Anodisc reg  ,microscopy images,are compared to,The results obtained with commercial Anodisc reg  membranes and membranes synthesized in our laboratory are compared to radialy averaged 2D Fourier transforms of electron microscopy images of the alumina membrane surface and to known values of the materials porosity,8,1,1,121,17,compare,59,"{'liken', 'equate', 'compare'}",are:0:compared to,anodisc:0:reg,microscopy:0:image,1,10.1107/S0021889803000281
membranes synthesized in our laboratory,electron microscopy images,are compared to,The results obtained with commercial Anodisc reg  membranes and membranes synthesized in our laboratory are compared to radialy averaged 2D Fourier transforms of electron microscopy images of the alumina membrane surface and to known values of the materials porosity,8,1,1,59,9,compare,59,"{'liken', 'equate', 'compare'}",are:0:compared to,laboratory:0:synthesize:1:membrane,electron:1:microscopy:0:image,2,10.1107/S0021889803000281
commercial Anodisc reg  membranes and membranes synthesized in our laboratory,electron microscopy images of the alumina membrane surface,are compared to,The results obtained with commercial Anodisc reg  membranes and membranes synthesized in our laboratory are compared to radialy averaged 2D Fourier transforms of electron microscopy images of the alumina membrane surface and to known values of the materials porosity,8,1,1,59,9,compare,59,"{'liken', 'equate', 'compare'}",are:0:compared to,laboratory:0:synthesize:1:membrane:2:commercial:2:anodisc:0:reg:1:membrane,alumina:1:membrane:0:surface:2:electron:1:microscopy:0:image,3,10.1107/S0021889803000281
curved crystals,computer simulation,has been,The contrast of dislocation images in Xray section topographs of curved crystals has been investigated both experimentally and by computer simulation,282,2,5,50,7,be,474,"{'be', 'represent', 'personify', 'comprise', 'embody', 'exist', 'constitute', 'equal'}",has:0:been,curve:0:crystal,computer:0:simulation,1,10.1107/S0021889891001619
curved crystals,computer simulation,investigated,The contrast of dislocation images in Xray section topographs of curved crystals has been investigated both experimentally and by computer simulation,6,2,5,50,7,investigate,33,"{'enquire', 'inquire', 'investigate'}",investigated,curve:0:crystal,computer:0:simulation,1,10.1107/S0021889891001619
topographs of curved crystals,computer simulation,has been,The contrast of dislocation images in Xray section topographs of curved crystals has been investigated both experimentally and by computer simulation,282,2,5,50,7,be,474,"{'be', 'represent', 'personify', 'comprise', 'embody', 'exist', 'constitute', 'equal'}",has:0:been,curve:0:crystal:1:topograph,computer:0:simulation,2,10.1107/S0021889891001619
topographs of curved crystals,computer simulation,investigated,The contrast of dislocation images in Xray section topographs of curved crystals has been investigated both experimentally and by computer simulation,6,2,5,50,7,investigate,33,"{'enquire', 'inquire', 'investigate'}",investigated,curve:0:crystal:1:topograph,computer:0:simulation,2,10.1107/S0021889891001619
Good agreement,experiment and simulation,is found between,Good agreement is found between experiment and simulation in both symmetric and asymmetric Laue geometries,7,1,1,18,3,found,54,"{'institute', 'plant', 'establish', 'base', 'found', 'constitute', 'launch'}",is:0:found between,good:0:agreement,simulation:0:experiment,1,10.1107/S0021889891001619
Very little change,symmetric Laue images,is observed in,Very little change is observed in the symmetric Laue images for radii of curvature as small as 18 emsp14 m,14,1,1,20,4,observe,44,"{'notice', 'honour', 'respect', 'mention', 'watch', 'find', 'keep', 'discover', 'observe', 'detect', 'remark', 'celebrate', 'honor', 'note'}",is:0:observed in,very:0:little:1:change,symmetric:1:laue:0:image,2,10.1107/S0021889891001619
dynamical image,direct image,becomes,The dynamical image becomes more localized and dominates the image as the direct image visibility falls,4,4,2,55,9,become,7,"{'become', 'go', 'suit', 'get', 'turn'}",becomes,dynamical:0:image,direct:0:image,1,10.1107/S0021889891001619
dynamical image,direct image,dominates,The dynamical image becomes more localized and dominates the image as the direct image visibility falls,2,4,2,55,9,dominate,7,"{'rule', 'master', 'reign', 'dominate', 'overtop', 'prevail', 'overlook', 'command', 'predominate'}",dominates,dynamical:0:image,direct:0:image,1,10.1107/S0021889891001619
dynamical image,direct image visibility,becomes,The dynamical image becomes more localized and dominates the image as the direct image visibility falls,4,4,2,55,9,become,7,"{'become', 'go', 'suit', 'get', 'turn'}",becomes,dynamical:0:image,direct:0:image:1:visibility,2,10.1107/S0021889891001619
dynamical image,direct image visibility,dominates,The dynamical image becomes more localized and dominates the image as the direct image visibility falls,2,4,2,55,9,dominate,7,"{'rule', 'master', 'reign', 'dominate', 'overtop', 'prevail', 'overlook', 'command', 'predominate'}",dominates,dynamical:0:image,direct:0:image:1:visibility,2,10.1107/S0021889891001619
Our results,dislocation contrast,explain,Our results explain the reversal of dislocation contrast in Lang projection topographs of curved crystals taken in asymmetric geometry,1,8,1,25,4,explain,13,"{'excuse', 'explicate', 'explain'}",explain,-PRON-:0:result,dislocation:0:contrast,1,10.1107/S0021889891001619
cylindrically averaged intensity,atoms in one c repeat,being,It is shown that by considering the cylindrically averaged intensity diffracted by a noncrystalline fiber as being due to the atoms in one c repeat rather than as is usual one helix repeat some relationships in fiber diffraction can be easily derived,26,1,1,58,10,be,474,"{'be', 'represent', 'personify', 'comprise', 'embody', 'exist', 'constitute', 'equal'}",being,cylindrically:0:average:1:intensity,c:0:repeat:1:atom,2,10.1107/S0108767391001885
title compound,inversion centre,contains,The molecule of the title compound C22H30O8 contains a crystallographic inversion centre located at the middle of the benzene ring,108,302,12,38,4,contain,134,"{'contain', 'stop', 'bear', 'arrest', 'control', 'curb', 'comprise', 'incorporate', 'check', 'moderate', 'hold', 'carry'}",contains,title:0:compound,inversion:0:centre,1,10.1107/S1600536805028126
molecule of the title compound,crystallographic inversion centre,contains,The molecule of the title compound C22H30O8 contains a crystallographic inversion centre located at the middle of the benzene ring,108,4,3,21,3,contain,134,"{'contain', 'stop', 'bear', 'arrest', 'control', 'curb', 'comprise', 'incorporate', 'check', 'moderate', 'hold', 'carry'}",contains,title:0:compound:1:molecule,crystallographic:1:inversion:0:centre,2,10.1107/S1600536805028126
head of the slip band,macrodislocation situated at the grain boundary,is approximated by,The head of the slip band is approximated by a macrodislocation situated at the grain boundary,1,1,1,22,4,approximate,8,"{'judge', 'estimate', 'guess', 'approximate', 'gauge'}",is:0:approximated by,slip:0:band:1:head,grain:0:boundary:1:situate:2:macrodislocation,3,10.1107/S0021889891002042
title complex,C mdash,exists in,The sixcoordinate Sn atom site symmetry 2 in the monomeric title complex SnCH32C6H4NO32 exists in a skewtrapezoidal geometry C mdash Sn mdash C  1494 emsp14 3 deg ,9,19,40,53,6,exist,18,"{'be', 'live', 'exist', 'survive', 'subsist'}",exists in,title:0:complex,c:0:mdash,1,10.1107/S1600536805032277
monomeric title complex,C mdash,exists in,The sixcoordinate Sn atom site symmetry 2 in the monomeric title complex SnCH32C6H4NO32 exists in a skewtrapezoidal geometry C mdash Sn mdash C  1494 emsp14 3 deg ,9,1,40,53,6,exist,18,"{'be', 'live', 'exist', 'survive', 'subsist'}",exists in,monomeric:1:title:0:complex,c:0:mdash,2,10.1107/S1600536805032277
title compound,asymmetric unit,crystallizes with,The title compound C10H9NO3S crystallizes with two molecules in the asymmetric unit,23,302,22,50,7,crystallize,68,"{'elucidate', 'enlighten', 'crystallize', 'crystalise', 'effloresce', 'illuminate', 'crystallise'}",crystallizes with,title:0:compound,asymmetric:0:unit,1,10.1107/S1600536805034264
title compound,two molecules in the asymmetric unit,crystallizes with,The title compound C10H9NO3S crystallizes with two molecules in the asymmetric unit,23,302,8,29,3,crystallize,68,"{'elucidate', 'enlighten', 'crystallize', 'crystalise', 'effloresce', 'illuminate', 'crystallise'}",crystallizes with,title:0:compound,asymmetric:0:unit:1:molecule,2,10.1107/S1600536805034264
crystal packing,Waals forces,is stabilized by,The crystal packing is stabilized by van der Waals forces,156,91,2,26,5,stabilize,182,"{'steady', 'stabilize', 'stabilise', 'brace'}",is:0:stabilized by,crystal:0:pack,waals:0:force,1,10.1107/S1600536805034264
crystal packing,der Waals forces,is stabilized by,The crystal packing is stabilized by van der Waals forces,156,91,2,22,4,stabilize,182,"{'steady', 'stabilize', 'stabilise', 'brace'}",is:0:stabilized by,crystal:0:pack,der:1:waals:0:force,2,10.1107/S1600536805034264
crystal packing,van der Waals forces,is stabilized by,The crystal packing is stabilized by van der Waals forces,156,91,2,18,3,stabilize,182,"{'steady', 'stabilize', 'stabilise', 'brace'}",is:0:stabilized by,crystal:0:pack,van:2:der:1:waals:0:force,3,10.1107/S1600536805034264
CdII atom,prismatic geometry,is coordinated in,middot 4H2O the CdII atom is coordinated in a capped trigonal ndash prismatic geometry by four N atoms and three O atoms,8,7,2,43,7,coordinate,94,"{'align', 'ordinate', 'organize', 'coordinate', 'organise'}",is:0:coordinated in,cdii:0:atom,prismatic:0:geometry,1,10.1107/S1600536805033106
CdII atom,ndash prismatic geometry,is coordinated in,middot 4H2O the CdII atom is coordinated in a capped trigonal ndash prismatic geometry by four N atoms and three O atoms,8,7,2,37,6,coordinate,94,"{'align', 'ordinate', 'organize', 'coordinate', 'organise'}",is:0:coordinated in,cdii:0:atom,ndash:1:prismatic:0:geometry,2,10.1107/S1600536805033106
CdII atom,trigonal ndash prismatic geometry,is coordinated in,middot 4H2O the CdII atom is coordinated in a capped trigonal ndash prismatic geometry by four N atoms and three O atoms,8,7,2,28,5,coordinate,94,"{'align', 'ordinate', 'organize', 'coordinate', 'organise'}",is:0:coordinated in,cdii:0:atom,trigonal:2:ndash:1:prismatic:0:geometry,3,10.1107/S1600536805033106
crystal structure,mdash H,features,The crystal structure features inversionrelated dimers linked by pairs of N mdash H,32,155,128,55,8,feature,32,"{'feature', 'sport', 'have', 'boast'}",features,crystal:0:structure,mdash:0:h,1,10.1107/S1600536811039274
crystal structure,N mdash H,features,The crystal structure features inversionrelated dimers linked by pairs of N mdash H,32,155,50,53,7,feature,32,"{'feature', 'sport', 'have', 'boast'}",features,crystal:0:structure,n:1:mdash:0:h,2,10.1107/S1600536811039274
crystal structure,pairs of N mdash H,features,The crystal structure features inversionrelated dimers linked by pairs of N mdash H,32,155,2,44,5,feature,32,"{'feature', 'sport', 'have', 'boast'}",features,crystal:0:structure,n:1:mdash:0:h:2:pair,3,10.1107/S1600536811039274
S atom,tetrahedral geometry,exhibits,The S atom exhibits a distorted tetrahedral geometry N mdash S mdash C  10485 emsp14 8 deg  O mdash S,38,4,6,22,3,exhibit,46,"{'expose', 'exhibit', 'parade', 'present', 'display', 'demo', 'show', 'march', 'demonstrate'}",exhibits,s:0:atom,tetrahedral:0:geometry,1,10.1107/S1600536811039705
S atom,distorted tetrahedral geometry,exhibits,The S atom exhibits a distorted tetrahedral geometry N mdash S mdash C  10485 emsp14 8 deg  O mdash S,38,4,2,12,2,exhibit,46,"{'expose', 'exhibit', 'parade', 'present', 'display', 'demo', 'show', 'march', 'demonstrate'}",exhibits,s:0:atom,distort:1:tetrahedral:0:geometry,2,10.1107/S1600536811039705
crystal structure,intermolecular  pi  ,is established by,The crystal structure is established by weak intermolecular  pi  ndash  pi  interactions centroid ndash centroid distances  3583 emsp14 2 ndash 3782 emsp14 2 emsp14  Aring ,3,155,1,24,4,establish,15,"{'institute', 'shew', 'establish', 'plant', 'install', 'base', 'constitute', 'build', 'found', 'show', 'prove', 'launch', 'demonstrate'}",is:0:established by,crystal:0:structure,intermolecular:0:pi,1,10.1107/S1600536811039705
crystal structure,intermolecular  pi  ndash  ,is established by,The crystal structure is established by weak intermolecular  pi  ndash  pi  interactions centroid ndash centroid distances  3583 emsp14 2 ndash 3782 emsp14 2 emsp14  Aring ,3,155,1,24,4,establish,15,"{'institute', 'shew', 'establish', 'plant', 'install', 'base', 'constitute', 'build', 'found', 'show', 'prove', 'launch', 'demonstrate'}",is:0:established by,crystal:0:structure,intermolecular:0:pi:1:ndash,2,10.1107/S1600536811039705
crystal structure,weak intermolecular  pi  ndash  ,is established by,The crystal structure is established by weak intermolecular  pi  ndash  pi  interactions centroid ndash centroid distances  3583 emsp14 2 ndash 3782 emsp14 2 emsp14  Aring ,3,155,1,19,3,establish,15,"{'institute', 'shew', 'establish', 'plant', 'install', 'base', 'constitute', 'build', 'found', 'show', 'prove', 'launch', 'demonstrate'}",is:0:established by,crystal:0:structure,weak:2:intermolecular:0:pi:1:ndash,3,10.1107/S1600536811039705
trityl groups,anti orientation,show,The trityl groups show an anti orientation with C mdash C mdash,48,1,1,9,2,show,150,"{'point', 'exhibit', 'reveal', 'demo', 'show', 'testify', 'indicate', 'establish', 'render', 'display', 'prove', 'shew', 'demonstrate', 'express', 'evince', 'evidence', 'present', 'picture', 'depict'}",show,trityl:0:group,anti:0:orientation,1,10.1107/S1600536811039183
CoIII atom,octahedral geometry,has,In the title compound CoC2H6NSC2H8N22NO32 the CoIII atom has a slightly distorted octahedral geometry coordinated by one 2aminoethanethiolate and two ethylenediamine ligands,165,2,6,26,4,have,175,"{'feature', 'have', 'possess', 'consume', 'undergo', 'ingest', 'get', 'give', 'experience', 'hold', 'let', 'receive', 'own'}",has,coiii:0:atom,octahedral:0:geometry,1,10.1107/S0108270101002773
