"L domain and K domain" "joined" "linker region" .
"different anions" "offers" "chemical and physical" .
"trans configuration" "appear as" "main cluster" .
"emsp14  Aring  resolution" "show" "subunits of this receptor" .
"performance of this method" "comparing" "human expert and the concordance rate" .
"weight estimates" "obtained" "gas proportional detector" .
"DTA measurements" "show" "melting temperature" .
"title compound" "are located on" "mirror plane" .
"specific radiation damage as well as the quantification of the susceptibility" "allowing" "further investigations into preferential specific damage" .
"twofold rotation axis" "is coordinated by" "water molecules" .
"reversible dehydration" "is involved in" "shikimate pathway" .
"thiourea unit" "is stabilized by" "mdash H" .
"diffraction data" "be as" "caveats as possible" .
"aniline benzene rings" "are tilted" "deg  in the three molecules" .
"absolute structure" "established" "unchanging chiral centre in the synthesis" .
"trifluoromethanesulfonate dichloromethane" "belongs to" "RuII complexes" .
"presence of metal cations and polyamines in the crystal structures" "realized" "ZI and ZII conformations" .
"The CuII ion" "assumes" "coordination geometry" .
"second step" "is to" "initial estimate" .
"equal rates throughout the protein" "leading to" "preferential specific damage" .
"All homogeneous sphere packings and all interpenetrating layers of spheres" "were derived" "refer to the 22 orthorhombic bivariant lattice complexes" .
"test calculations" "determine" "errors in the data" .
"accuracy of this expression" "is illustrated by" "comparison with model structures" .
"benzene ring" "is fused to" "N atoms" .
"difference in the packing" "are arranged to" "crystallographic screw axis" .
"alternative fuel" "provided" "compact way" .
"P atom" "exhibits" "tetrahedral configuration" .
"comparative structural biology" "define" "evolutionarily important traits" .
"optimal CDO crystals" "diffracted to" "emsp14  Aring  resolution" .
"diffraction experiments" "using" "K alpha  " .
"urea groups" "gives" "polymeric chains" .
"crystallographic technology" "developed in" "protein solution" .
"crystal structure" "are linked by" "O mdash H" .
"paracrystalline materials" "based on" "spiral paracrystal and distortion" .
"title structure" "is located on" "twofold rotation axis" .
"mirror plane" "are bound in" "mdash H" .
"heterodyne XPCS results" "discuss" "microscopic description of filled rubber" .
"powder diffraction technique" "needs about" "Guinier camera or a powder diffractometer" .
"title compound" "prepared by" "reaction of isonicotinohydrazide and" .
"structural features" "using" "new approach" .
"thermal contribution" "causes" "angular displacement" .
"significant differences" "be found between" "parameters obtained for the two models" .
"Adjacent layers" "are linked by" "N mdash" .
"redesigned construct" "yielded" "similar resolution" .
"reliability of these studies" "based on" "refinement statistics" .
"title compound" "has" "fused ring system" .
"Iron vanadates and phosphates" "explored" "electrode material" .
"Pi sampling method" "has been" "application that generates screen formulations and recipes" .
"Several studies" "have aimed to" "coordination polymers" .
"investigated crystal" "twinned by" "minor component" .
"optical phase" "shift" "fundamental energy" .
"scattering data" "study" "phase transitions" .
"developing countries in Africa" "be in" "that crystallography and the IYCr2014 offer" .
"Significant twisting in the molecule" "formed between" "outer rings" .
"sufficient phasing power" "allow" "previously unknown structure" .
"more satisfactory and complete explanation of this relationship" "do" "current descriptions" .
"dehydrogenation processes" "have developed" "situ hydrogen" .
"title compound" "consists of" "hexafluoridophosphate anion" .
"Low temperature spectra" "were recorded in" "wide temperature" .
"Cu atom" "adopts" "three bridging O atoms which are linked with V atoms" .
"title compound" "comprises" "water of crystallization" .
"Diffraction data" "were collected to" "emsp14  Aring  resolution" .
"temperature range" "study in" "structural evolution of materials" .
"title molecule" "exhibits" "C bond" .
"hydrogen bond" "made by" "ribose moiety" .
"anomalous scattering terms for trivalent holmium" "are measured for" "K alpha" .
"H atoms of one of the methyl groups" "were refined" "split model" .
"structure factor" "revealed" "systematic development" .
"results from both methods" "suggest" "observed molecular conformation" .
"discrete complex molecules" "are linked by" "O mdash H" .
"Adjacent layers" "connected by" "12 kinds of hydrogen bonds" .
"furan ring" "is inclined at" "phenyl ring" .
"crystallographic terminology and modern diffraction methodology" "discuss" "principles of macromolecular structure" .
"phosphorylation and prolyl" "affect" "conformational status" .
"crystal structures" "shows" "specificity loop" .
"Full length" "expressed in" "insect cells" .
"edges and apices" "build" "host lattice" .
"Neighbouring layers" "interact by" "very weak  pi  " .
"gadolinium ytterbium trifluoride" "has been" "first time" .
"protonated N atom" "makes" "bifurcated hydrogen bonds" .
"crystal structure" "is stabilized by" "aromatic  pi  ndash  pi  " .
"Bragg reflection" "correspond with" "plane of diffraction" .
"conformation having no internal symmetry" "exhibits" "conformational chirality" .
"O contacts" "connect" "infinite strands along the a axis" .
"tetrahedral phosphorus" "are linked by" "twin N mdash H" .
"surface loop" "is disordered" "second calcium" .
"crystal structure of the title compound" "consists of" "chloride anions and water molecules" .
"title compound" "has" "zigzag chain structure" .
"scattering patterns" "were recorded for" "emsp14 s intervals" .
"asymmetric unit of the title compound" "contains" "independent molecules" .
"binds cargo" "destined for" "internalization and recruits clathrin" .
"important question" "contains" "useful information" .
"cytoplasmic protein" "has" "important role" .
"syntheses and reactivity" "found" "additional polymorphs" .
"Neighbouring chains" "form" "coordinated and uncoordinated water molecules" .
"cost function" "consists of" "probability distribution" .
"crystal structure" "is stabilized by" "C mdash" .
"user shifts" "using" "most appropriate beamline" .
"structural features" "carried" "new approach" .
"Se lone pairs" "protrude from" "adjacent layers" .
"pyridyl groups" "are involved in" "Dy coordination" .
"distribution function" "has been" "PDB growth" .
"most efficient use of these resources" "automate" "collection and processing of the diffraction data" .
"organic materials" "exhibit" "fast response" .
"primary hydrogen bond" "involves" "anion O atom" .
"ytterbium trifluoride" "has been" "Czochralski technique" .
"stannic chloride" "yielding" "title salt" .
"structural and biochemical analyses" "unveiled" "role of SRA domains" .
"temperature range" "has been" "structural evolution" .
"forbidden reflection 442 in silicon between room temperature and 700 K" "using" "multiple beam diffraction" .
"Cl hydrogen bonds" "link" "chains extending along the c axis" .
"usual Pendell ouml" "is observed in" "different branches" .
"two predominant markets for the CCD detector" "have been" "relatively short exposure" .
"performance of this method" "evaluated by" "human expert and the concordance rate" .
"benzene ring plane" "making" "dihedral angles" .
"molecular complexes of an organic nature" "were analysed" "structural characteristics of the dioxide reported here" .
"title compound" "contains" "dihedral angles" .
"intermolecular  pi  ndash  " "stacking" "shortest perpendicular distance" .
"salicylic phenyl ring" "forms" "dihedral angle" .
"molecular conformation" "is characterized by" "mdash H" .
"wavelength dependence" "be used to" "diffraction patterns" .
"CBZ dissolution" "using" "crystal dissolution" .
"trigonal regions of bonding potential" "indicating" "a need to refine other reflexions in the zone" .
"crystal structure" "solve" "phase problem" .
"coordination polyhedron around the CuII centre" "contains" "N atoms" .
"other type of channel" "are involved in" "O mdash H" .
"mixed oxides" "has" "performance of these materials" .
"different pairs of equivalent sublattices" "exceed" "total number of such sublattices" .
"oxo complexes" "form" "anionic framework" .
"exact fiber identity periods" "found" "the  gamma  forms" .
"structural comparisons" "revealed" "carbonyl backbones" .
"local scaling" "identifying" "systematic differences" .
"crystal structure" "are connected by" "O mdash H" .
"chloride anion" "generate" "chain structure" .
"O hydrogen bonds" "form" "centrosymmetrically related rings" .
"flexibility and efficiency" "is demonstrated by" "soluble proteins" .
"Cu atom" "adopts" "nitrogen donors" .
"10 ndash 40 emsp14 keV synchrotron radiation" "is presented" "crystal reflections" .
"title compound" "shows" "reverse saturable absorption" .
"molecular salt" "is generated by" "crystallographic twofold symmetry" .
"inversion centre" "is coordinated by" "N atoms" .
"Initial crystals" "diffracted to" "strong twinning" .
"monooxalate lactoferrin" "determined to" "emsp14  Aring  resolution" .
"lattice parameter of tungsten" "is determined in" "terms of the SRM 640b silicon standard" .
"molar ratio" "resulted in" "single crystals" .
"Docking studies" "be involved in" "polar head group" .
"diyttrium heptaoxodisilicate" "synthesized" "centrosymmetric space" .
"triplet phase invariants" "become" "structural information" .
"molecule of the title compound" "lies on" "crystallographic centre of inversion" .
"figures of merit obtained from the direct method" "calculate" "Fourier map" .
"powder diffraction data" "allows" "average size of crystal domains" .
"asymmetric unit" "contains" "porphyrin molecule" .
"title compound" "contains" "complex cations" .
"scattering factor" "obtained from" "Pendell ouml" .
"Global damage" "leads to" "cell size" .
"cobalt nitrate" "occurred during" "reaction process" .
"Initial phases" "were determined by" "a starting model and the structure model with a ligand" .
"two independent molecules of the title compound" "are linked by" "thione hydrogen bonds" .
"CuII atom" "displays" "slight tetrahedral distortion" .
"ligand two  ndash CH2 groups and the methyl group" "were refined as" "two sets of sites with equal occupancies" .
"hydrogen bonds" "forming" "infinite chain" .
"purification procedure" "produce" "sample for crystallization" .
"title crystal" "are linked through" "C mdash" .
"Iron vanadates and phosphates" "have been" "possible electrode material" .
"periodic organization" "is stabilized by" "C mdash" .
"mixed films" "induce" "significant changes in the film structure" .
"static structure factor" "revealed" "systematic development of attractive interactions" .
"micellar surface" "varied by" "sodium dodecyl" .
"performance of this system" "investigating" "ferroelectric phase" .
"title compound" "coordinated by" "O atoms" .
"tetrahedral phosphorus" "are linked by" "N mdash H" .
"Single crystals of PIOX" "have been" "recombinant protein" .
"cone conformation" "is stabilized by" "hydrogen bonds" .
"title compound" "contains" "centrosymmetric In2P2 core" .
"present theoretical framework" "is applied to" "focal spot" .
"vertex N atom" "is flattened by" "bulky phenyl and naphthylethanone fragments" .
"emsp14  Aring  resolution" "were obtained by" "limited trypsin digestion" .
"Recent experiments" "using" "synchrotron radiation" .
"positron beam" "using" "electron accelerator" .
"structure of the title compound" "is characterized by" "presence of two different anions" .
"prolyl isomerization" "discuss" "modification states" .
"presence of magnetic field" "found to" "significant effect" .
"complete data" "is obtained by" "single diffraction frames" .
"Individual atoms" "are displaced from" "coordination plane" .
"Templating tetraphenylphosphonium cations" "reside within" "cavities of the polymeric anion" .
"NH H atom of the pyrazole ring" "is disordered" "two ring N atoms" .
"aims of the New SUBARU project" "promote" "industrial applications" .
"split atoms" "using" "anharmonic nuclear motion" .
"human stomach" "depends on" "cell shape" .
"crystallographic inversion centres" "adopt" "distorted octahedral coordination geometry" .
"ornithine transcarbamoylase" "catalyzes" "carbamoyl phosphate" .
"fused cycloheptane ring" "adopts" "chair conformation" .
"normalized structure" "given given" "numerical examination" .
"Great efforts" "understand" "hydrogenation properties" .
"pi  ndash  pi  " "forming" "supramolecular structure" .
"thiosulfate anions" "are linked within" "mdash H" .
"recent literature" "pointing" "errors in some of the reported schemes" .
"title compound" "contains" "C mdash" .
"specific tensor properties discussed in recent literature" "pointing" "errors in some of the reported schemes" .
"computer architectures" "used to" "very large number" .
"Many explanations" "given in" "consensus among the scientific community" .
"effect of hydrostatic pressure" "using" "diamond anvil cell" .
"title compound" "contains" "formic hydrazide" .
"novel JmjC domain containing protein NO66" "has been" "regulation network of Osx" .
"special consideration for preferred orientation effects" "leading to" "new insights" .
"Br hydrogen bonds" "link" "complex molecules" .
"closed position" "appears to" "arrangement of the loop" .
"Troika concept" "has" "simultaneously operating experimental stations" .
"crystal grain sizes" "using" "program suite CrystFEL" .
"exact expression" "is obtained for" "extensive numerical examination of this new expression" .
"high pressures" "converts to" "fluorine atoms" .
"new geometrical scheme" "reveal" "excitation of the dispersion surface" .
"higher eukaryotes" "accomplish" "enzymatic activities" .
"numerical aperture" "has been" "static structures and dynamics" .
"average period and the corresponding variances" "using" "stacking model and the lattice model" .
"crystal packing" "is stabilized by" "mdash H" .
"Anodisc reg  " "are compared to" "microscopy images" .
"Detailed analysis" "showed" "primary and dominating model" .
"Binding site" "is closed to" "Thr1 of the  beta 5 subunit" .
"enzyme consisting of residues 89" "has been" "catalytic activity" .
"ZnII ion" "is coordinated by" "O atoms" .
"protein crystals" "has been" "surface techniques" .
"other members of its family" "folds to" "catalytic functions" .
"O hydrogen bonds" "zigzag" "supramolecular chains" .
"redesigned construct" "yielded" "crystals that diffract to similar resolution" .
"flat molecule stacks" "be compared to" "stacks of pizza boxes" .
"new evidence" "show" "inclusion of these data" .
"title compound" "comprises" "planar molecules" .
"thermal beamtube" "delivers" "neutrons direct" .
"Suitable weighting of the observations" "assists" "convergence and estimates of error" .
"crystallographic directions" "remain" "intensity measurements" .
"sulfonated derivative" "offers" "enhanced solubility" .
"O interactions" "consolidates" "crystal packing" .
"intensity and contrast of the fringes" "are in" "poor agreement with theory" .
"number of structures of moderate complexity" "demonstrates" "crystallographic phase problem" .
"aromatic rings that are present in the natural products" "have been" "simple phenyl group" .
"Such a reaction" "is termed" "time in situ observation" .
"positions of the diffraction spots in the EDPs" "be reproduced by" "hexagonal structure" .
"resolution of data" "extended from" "R factors" .
"substituted benzene rings" "form" "dihedral angle" .
"interference pattern" "using" "large spectral range" .
"two chlorobenzene rings" "are in" "syn orientations" .
"refined model" "has" "R factor" .
"orientation effects" "leading to" "new insights" .
"interference pattern" "studied" "large spectral range" .
"trained personnel" "resulting in" "high quality" .
"crystals forms" "containing" "asymmetric unit" .
"reservoir solution" "gave" "needle crystals" .
"title compound" "appears to" "first example" .
"AGC family" "includes" "important drug targets" .
"space groups" "find" "equivariant types" .
"bismuth titanate" "suggest" "different kinds" .
"coordination polymer" "takes" "form of sheets" .
"compact formulas and rules" "are applied to" "specific tensor properties" .
"Adjacent CdII atoms" "are interconnected" "paired chloride bridges" .
"morphological information" "show" "the driving force of the gel formation is a thermodynamic instability of the polymerizing solution" .
"title compound" "exhibits" "tetrahedral geometry" .
"force distribution at the surface" "is at" "origin of the elastic displacements" .
"crystal structure" "is stabilized by" "O mdash" .
"inclusion of Br atoms" "makes" "cavitand host molecules" .
"coincidence orientation for grain boundaries" "allows" "intergranular dislocation structure" .
"crystal structure" "using" "profile technique" .
"prolyl selectivity" "developed" "chemical compounds" .
"structure of the mutant enzyme" "assume" "noncovalent catalysis" .
"beta  sheets" "starting" "structure solution" .
"mdash H" "are anti" "sulfonyl benzene" .
"Schiff base complex" "features" "vanadyl group" .
"N hydrogen" "generate" "ab plane" .
"Maximally diverse conditions" "taking into" "the chemicals used in the formulation and the nbsp concentrations of the corresponding solutions" .
"initio phasing" "using" "selenomethionyl derivative" .
"AphA from Escherichia coli" "following following" "new protocol" .
"primary connections" "are of" "C mdash" .
"new diamagnetic complexes" "are proposed as" "family of complexes                                                              " .
"glycine and OtBu" "has" "different conformations" .
"blue prismatic crystals" "adopt" "structure type" .
"secondary structural features using PDB" "carried" "new approach" .
"heavy metals" "suggests" "large changes" .
"exact density functions" "is introduced" "simplest sign relationship" .
"crystal structure" "are linked by" "mdash H" .
"Numerical estimates" "are given for" "typical cases" .
"preferred orientation" "provided" "texture model  " .
"title hybrid material" "is based on" "O mdash H" .
"cations and anions" "are linked by" "mdash H" .
"Iron nanoparticles" "obtained by" "condensation technique" .
"simple and pragmatic method" "is suggested to" "crystallite size distribution" .
"coordination polyhedra" "form" "polymeric chains" .
"crystal structure" "is stabilized by" "intermolecular O mdash" .
"crystal structure" "are linked through" "intermolecular N mdash H" .
"Bond length and angle analyses" "indicate" "ndash ADPM complexes" .
"crystallographic concepts and methodology" "depending on" "background of the students" .
"careful analysis" "is established" "C atom" .
"dihedral angel" "go through" "oxygen and carbon atoms" .
"available crystal forms" "has provided" "physiological dimer interface" .
"alternative quantification" "using" "decay of electron density over multiple datasets" .
"characterization techniques" "used including" "thermogravimetric analysis" .
"structure determination" "pronounced in" "electron density" .
"crystal screen" "shows" "commercial screen" .
"powder diffraction" "needs about" "Guinier camera" .
"positions of the monomers" "shifted in" "adaptability of the ring structure" .
"Adjacent complexes" "are connected via" "O mdash H" .
"C atom" "lying on" "rotation axis" .
"inversion centers" "are situated at" "ring of the dication" .
"reaction mechanisms" "are clarified by" "powerful method" .
"mirror symmetry" "is constrained to" "rest of the host" .
"crystal structure" "is established by" "intermolecular  pi  " .
"didysprosium aluminium digermanide" "were synthesized from" "corresponding elements" .
"mutant enzyme" "carry" "noncovalent catalysis" .
"crystal forms" "using" "number of screening conditions" .
"Ag atom" "is coordinated by" "three arsine ligands and one O atom" .
"presence of the methylene lactam" "been" "ecdysone receptor structure" .
"regulatory sites" "identified" "combinatorial mechanisms" .
"chair conformation" "fused to" "the other exhibits an envelope conformation" .
"Our results" "established" "prolyl isomerization state" .
"weight estimates" "using" "data acquisition" .
"N atoms from the tetrazole and pyrazine rings" "chelate to" "ion and a second tetrazole N atom" .
"hydrogen bonds" "link" "supramolecular structure" .
"individual networks" "held" "C mdash H" .
"study reported here" "determine" "LOT method" .
"detector technology" "has" "faster data collection" .
"cost function" "represents" "measured and calculated intensities" .
"MoVI atom" "is coordinated by" "oxide O atoms" .
"carbonic anhydrase" "were solved with" "high completeness" .
"middot Cl minus" "has" "N mdash H" .
"S atom" "exhibits" "distorted tetrahedral geometry" .
"crystal packing" "stabilized by" "intermolecular N mdash H" .
"metallic nature of the bonding" "is indicated by" "interatomic distances" .
"asymmetric unit" "contains" "uncoordinated water molecules" .
"Rietveld profile technique" "requires" "suitable description of the shape of the peaks" .
"title compound" "contains" "mdash H" .
"Mycoplasma pneumoniae" "determined to" "diffraction data" .
"ZnII centre" "is coordinated by" "Schiff base" .
"original Matthews probability distribution function" "updated after" "ten years of rapid PDB growth" .
"previous structures" "used to" "proposed catalytic mechanisms" .
"intermolecular hydrogen bonding between adjacent urea groups" "gives" "polymeric chains" .
"best fit between pairs of lattices" "is formulated in" "higher dimensions" .
"experiments on solutions" "provide" "scattering curves" .
"atom vibrations" "lead to" "electron density" .
"quotient graphs" "are characterized by" "label vectors" .
"Our results" "destabilize" "novel approach" .
"enantiomers of acetolactate" "give" "single enantiomer of the decarboxylation product" .
"pi  interactions" "contribute to" "crystal packing" .
"using this structure as a test case" "be determined by" "novel modification" .
"existing materials" "investigate" "flexibility of their network for possible substitutions" .
"bond length" "indicate" "H atom" .
"centring method" "require" "sample rotation" .
"title compound" "confirms" "space group revision" .
"rotation axis" "is coordinated by" "O atoms" .
"full neutralization by the addition of alkaline" "becomes" "two negative charge per repeating unit" .
"analysis of the three available crystal forms" "has provided" "information about the physiological dimer interface" .
"mesoporous silica matrices" "has been" "unique and fascinating properties" .
"five polymorphs of chlorpropamide" "examine" "mechanical properties" .
"monocrystalline heterostructures" "be enhanced by" "diffraction geometry" .
"tail vertebrae" "were selected for" "supporting load" .
"Pincer complexes" "have been" "major focus in organometallic chemistry" .
"uncoordinated water molecules" "lies on" "twofold rotation axis" .
"F hydrogen bond" "reinforces" "the conformation and the same H atom" .
"subtype C protease" "has been" "asymmetric unit" .
"the relatively rapid dissolution is in the stacking direction in both crystal structures" "is in" "higher relative energy of surface molecules" .
"organic and inorganic layers" "were prepared by" "symmetrical and asymmetrical reflection" .
"recent work" "has been" "animal kingdom" .
"crystal screen" "reproduced with" "commercial screen" .
"crystal packing" "is derived from" "three types of hydrogen bonding" .
"groups of helices" "do" "scattering indicatrices" .
"phosphorylation of riboflavin as well as the adenylylation of FMN" "using" "cubic crystals" .
"bond lengths and angles" "show" "normal values" .
"chain motif" "interlinked by" "mdash H" .
"combinatorial types" "are stated with" "automorphism group" .
"crystal packing" "is stabilized by" "der Waals forces" .
"nearly linear coordination geometry for Au" "is found in" "title compound" .
"Autonomous zones of calcium accumulation" "were found" "in individual fingers but in each of the investigated phalanges" .
"title compound" "crystallizes with" "diimino group" .
"Structure factors" "are determined with" "prior reports" .
"crystal packing" "is characterized by" "C mdash" .
"piperidine ring" "adopts" "envelope conformation with the N atom at the flap position" .
"nitro group" "is twisted from" "coplanarity with the benzene ring" .
"Numerical results" "are given for" "hydrogen cyanide" .
"title compound" "exists in" "zwitterionic form in the crystal" .
"active site" "appears to" "deprotonated form" .
"The central OB fold" "is conserved in" "Escherichia coli" .
"crystals using local scaling" "identifying" "systematic differences among data sets" .
"change of conformation of this cycles" "lead to" "different relative spatial distribution" .
"Their characteristics" "derived from" "elastic constants of the material" .
"inversion center" "is coordinated by" "N atoms" .
"mixed films" "does" "significant changes in the film structure" .
"commercial Anodisc reg  membranes and membranes synthesized in our laboratory" "are compared to" "electron microscopy images of the alumina membrane surface" .
"Diffraction images" "using" "ADSC Quantum 210r CCD detector" .
"antiferroelectric phases" "studied with" "smectic phases" .
"methoxylated aromatic ring" "bears" "ABC ring system" .
"molecular conformation" "is stabilized by" "N mdash H" .
"order of a few degrees" "be measured in" "time intervals as short as one minute" .
"the released positron beam has a large diameter" "achieve" "sufficient flux" .
"situ samples" "using" "invasive approaches" .
"sluggish transformation" "found between" "different kinds" .
"the cofactor or catalytic mechanism" "differ in" "Mycobacterium species" .
"SAXS patterns" "analyzed with" "special consideration" .
"acid groups" "form" "the S mdash" .
"adduct of nonaaquapraseodymium triiodide with two thiourea molecules" "is composed from" "noncoordinated thiourea molecules and iodide anions" .
"significant differences" "were revealed in" "elemental composition" .
"Native data sets" "were collected to" "emsp14  Aring  resolution and" .
"crystal structure" "consolidated by" "water molecules" .
"phonon spectra" "affected by" "K range" .
"Initial crystals of DSD" "diffracted to" "strong twinning" .
"prime  cap" "generate" "oligonucleotide primer" .
"dimeric title complex" "lies about" "centre of symmetry" .
"ouml ssbauer and magnetic measurements" "check" "oxidation state of iron ions" .
"vapor diffusion" "using" "magnesium acetate" .
"Cl atoms of the azadiene precursor" "are replaced by" "terminal C atom" .
"similar manner to other members of its family" "form" "catalytic functions" .
"figures of merit obtained from the direct method" "were used to" "Fourier map" .
"single crystals" "were measured in" "space group" .
"sample of interest" "turns" "scattered radiation and the main beam" .
"crystal structure" "is reported at" "emsp14  Aring  resolution" .
"centring method" "based on" "sample rotation" .
"unit cell" "are bridged by" "base anions" .
"crystal structure" "refined in" "space group" .
"title compound" "is in" "lone pair" .
"OH groups" "are involved in" "hydrogen bonds" .
"emsp14  Aring  resolution" "carrying" "trypsin digestion" .
"implications carbohydrates" "have in" "pathological processes" .
"knowledge of these structures" "contributes to" "molecular understanding" .
"stereogenic centres" "allows" "facial selectivity" .
"Our studies" "have shown" "zeta  activity" .
"Si atom" "lies on" "special position" .
"crystal structures" "consist of" "trigonal bipyramids" .
"recent times" "have been" "chemical species present in 2D and 3D" .
"natural products" "have been" "phenyl group" .
"aim of comparative structural biology" "define" "evolutionarily important traits of protein function and the points of diversification" .
"highest resolution" "adds to" "flap dynamics and drug resistance" .
"O hydrogen bonds" "link" "chains extending along the c axis" .
"hydroxy groups" "are involved in" "intramolecular O mdash H" .
"organic nature" "were analysed" "structural characteristics" .
"F intramolecular interactions" "are found in" "intermolecular C mdash H" .
"computer program" "check" "internal consistency" .
"anvil cell" "monitor" "sample displacement" .
"UV light" "depends on" "molecular conformation" .
"synchrotron beam" "has" "spatial resolution" .
"different temperatures" "measured" "electron diffraction method" .
"proximal tail vertebrae" "were selected for" "supporting load in locomotion" .
"comment on dispersion" "covered in" "original paper" .
"active forms" "involve" "hydrophobic interactions between aromatic systems" .
"CuII atom" "coordinated by" "base ligand" .
"crystal packing" "stabilized by" "der Waals interactions" .
"CBZ dissolution" "reproduce" "crystal dissolution" .
"improved precision of the intramolecular dimensions" "provides" "ndash electronic structure" .
"crystal structure" "is stabilized" "Waals interactions" .
"famotidine form" "solved" "diffraction data" .
"osmium derivatives" "show" "approximately 4 emsp14  Aring  shrinkage" .
"piperidone ring" "adopts" "chair conformation" .
"many protein functions and design of therapies for a broad spectrum of human diseases" "depends on" "deep understanding" .
"piperazine ring" "adopts" "chair conformation" .
"reactive moieties" "shown to" "important transformations" .
"agreement index" "reduced from" "instability index" .
"title compound" "agrees with" "Krishnamachari  amp  " .
"cation and anion" "are held" "N mdash H" .
"interest in this type of structure" "presenting" "selective separations" .
"inversion centre" "is at" "C bond" .
"overall reliability" "does" "reliability of the triplets" .
"Various aspects of the PDF" "were explored" "either qualitatively by direct comparison" .
"title compound" "belongs to" "dimeric clusters" .
"NGAL dimer" "be grown in" "presence of ligand" .
"thickness of the soft shell etc" "extracted by" "model fitting to the scattering data" .
"centrosymmetric title complex" "is ligated in" "bridging Br atoms" .
"coordination environment of each metal atom" "involves" "atoms of the tridentate ligand" .
"vapor diffusion method" "applied" "mM magnesium acetate" .
"crystal structure" "are held" "mdash H" .
"growing number" "shown to" "to catalyze important transformations" .
"data for the structure" "using" "alpha  radiation" .
"software and dataflow" "saves" "cost and space" .
"title compound" "adopts" "extended conformation" .
"twofold rotation axis" "is bonded to" "O atoms" .
"Matthews probability distribution function" "has been" "rapid PDB growth" .
"Supervised quantitative analysis" "provided" "priori information on some samples" .
"two water molecules and two chloride anions" "are linked by" "O mdash H" .
"bulk modulus" "calculated on" "volumetric compressibility" .
"relative configuration" "determined for" "title compound" .
"peak shift" "has" "large influence" .
"benzene and pyridinium" "are inclined with" "dihedral angle" .
"methyl and amino" "are located at" "cis positions" .
"phosphorylation of riboflavin as well as the adenylylation of FMN" "crystallized" "cubic crystals" .
"Monocapillary and polycapillary designs" "evaluate" "micro m crystal" .
"Fourier coefficients" "are analysed by" "Averbach procedures" .
"bond lengths" "be correlated to" "anomeric effect" .
"biophysical techniques" "quantify" "binding parameters" .
"interstitially localized electrons" "being" "analyses above mentioned" .
"TeIV atom in the title compound" "is in" "ndash bipyramidal geometry" .
"terms of conformation and crystal packing" "compared with" "known triglycerides" .
"relative errors" "are of" "main phases" .
"structural analysis" "provide" "valuable information" .
"home source" "belonged to" "space group" .
"title compound" "obtained as" "unexpected product" .
"adjacent molecules" "are linked by" "mdash H" .
"acidic pyrophosphate groups and CoO6 octahedra" "joined by" "potassium ions and bridging hydrogen bonds" .
"chelate ring" "forms" "ndash boat" .
"high numerical aperture microscope" "built" "static structures and dynamics" .
"construction kits" "build" "protein secondary structure" .
"macrocyclic cations" "are situated between" "bridging water molecules" .
"title compound" "obtained through" "free base" .
"crystal structure" "is stabilized by" "van der Waals interactions" .
"R factor" "is for" "46 emsp14 134 reflections in the range" .
"O hydrogen bonds" "link" "chains along the b axis" .
"This poster" "identify" "associated color groups of index 4" .
"formal coordination polyhedron" "include" "mdash P distance" .
"general aim of the lecture courses" "is to" "crystallographic terminology and modern diffraction methodology" .
"Our results" "suggest" "novel approach" .
"complementary and overlapping capabilities" "is located at" "canted undulators" .
"hydrogen bonds" "generate" "supramolecular structure" .
"multicrystal UHV monochromator" "equipped with" "different monochromator crystals" .
"EAV virion" "made of" "lipid envelope containing several membrane proteins" .
"nicotinamide moieties" "occurs between" "O atom" .
"barrel interactions in TIMs" "suggests" "thermal stability of the archaeal TIMs" .
"RibG in complex with a deaminase product" "is reported at" "emsp14  Aring  resolution" .
"designed RMD diffractometer" "allows" "structural changes and electron distribution variations" .
"Its crystal structure" "contains" "repeat unit" .
"simultaneous reflections" "used in" "crystal structure analysis" .
"typical loop mount" "reducing" "disorder in the crystal lattice itself" .
"asymmetric unit of the title compound" "contains" "two independent molecules with different conformations" .
"crystallographic results" "show" "presence of the N4O2 group" .
"methylsulfanyl group" "show" "aromatic  pi  " .
"large voids" "contain" "solvent molecules" .
"Fine structure in the profile of the rocking curves" "has been" "thickness regions close to" .
"diffraction experiments" "have found" "incommensurate and spin" .
"molecular structure" "are in" "average deviation" .
"a plasminogen kringle" "crystallized in" "space groups" .
"CuII centre" "has" "base dianion" .
"racemic title compound" "displays" "red light" .
"geometrical scheme" "is given to" "dispersion surface" .
"dynamical image" "becomes" "direct image" .
"secondary structural features" "using" "new approach" .
"measure of steric" "were used" "overlapping spheres method" .
"iron ions" "support" "crystal structure" .
"pyrimidine and difluorobenzyloxy rings" "are twisted" "central quinoline ring system" .
"hydrogen bonds" "generating" "layer motif" .
"spectra library" "lays" "individual P forms" .
"crystal structure" "are linked through" "N mdash H" .
"purification procedure" "shown to" "sample for crystallization" .
"major alterations" "be observed" "protein structure" .
"title compound" "displays" "E conformation" .
"middot DPNO" "crystallizes as" "dihedral angle" .
"difference in the packing" "form" "crystallographic screw axis in the a direction" .
"S2 minus  ions" "following following" "theoretical model" .
"water molecule" "disordered around" "twofold axis" .
"electron density" "twisted" "reason for photochromism" .
"phosphide pentanickel" "leading to" "reliability factors" .
"modified enzyme" "determined but" "different crystal form" .
"image analysis" "provided" "spatial distribution of the crystals" .
"b axis" "are formed through" "soft C mdash" .
"kinetic experiments" "has" "strong preferences" .
"final size" "suggesting" "particles within the clusters" .
